Polygon Id	Hashed Ubermedia Id	Common Evening Lat	Common Evening Long	Common Evening Country	Common Evening Census	Common Evening Micro	Common Evening Municipality	Common Evening Admin	Common Evening Province	Common Evening Postal1	Common Evening Postal2	Common Evening Custom1	Common Evening Custom2	Common Evening Distance	Common Daytime Lat	Common Daytime Long	Common Daytime Country	Common Daytime Census	Common Daytime Micro	Common Daytime Municipality	Common Daytime Admin	Common Daytime Province	Common Daytime Postal1	Common Daytime Postal2	Common Daytime Custom1	Common Daytime Custom2	Common Daytime Distance
OTR Woodville South	49532e33f80fc0070fadb58587ecda691baaeb37	-27.63511901171584	153.02917900155182	AUS	30305107518		Brisbane C	Parkinson - Drewvale	Queensland		4115			991.5582350874641	-27.63508501171584	153.02920200165465	AUS	30305107518		Brisbane C	Parkinson - Drewvale	Queensland		4115			991.5607178809407
OTR Woodville South	54f6661813a20a8ab7c096c6c5eeeafbc32e9d8f	-34.873388245249316	138.5576389427015	AUS	40402110240		Port Adelaide Enfield C	The Parks	South Australia		5010			1.684347469338662	-34.87338624524932	138.55763194270108	AUS	40402110240		Port Adelaide Enfield C	The Parks	South Australia		5010			1.6840617955665098
OTR Woodville South	e14f4c687edccd560e81be32632651e90467ea2c	-34.90581046097541	138.5262804996819	AUS	40401109119		Charles Sturt C	Flinders Park	South Australia		5023			1.4807942553889817	-34.90579446097541	138.52628849967962	AUS	40401109119		Charles Sturt C	Flinders Park	South Australia		5023			1.4796197277199494
OTR Woodville South	d629d6d31117ebb2cbf49361532f99bac0624628	-34.65703489491058	138.57143263298207	AUS	40202103506		Playford C	Virginia - Waterloo Corner	South Australia		5120			15.919403800820483	-34.65501589491058	138.57147863693731	AUS	40202103506		Playford C	Virginia - Waterloo Corner	South Australia		5120			16.05801541000204
OTR Woodville South	d884922c5c92dc7e78a45f809188020259655abe	-34.91350805415842	138.51122232032998	AUS	40401109207		Charles Sturt C	Henley Beach	South Australia		5024			2.291570936328325	-34.91353505415842	138.5112173203044	AUS	40401109207		Charles Sturt C	Henley Beach	South Australia		5024			2.293329896865932
OTR Woodville South	842ac860c461623039da308712b51e3efabbfabe	-35.05177306842253	138.62378765776222	AUS	40304107605		Onkaparinga C	Coromandel Valley	South Australia		5051			12.679153343725114	-34.868335068422525	138.57258769877467	AUS	40402110219		Port Adelaide Enfield C	The Parks	South Australia		5010			2.5990171153778006
OTR Woodville South	7434783119b9c09c9898803bd100be1aa41806d3	-34.91429301796313	138.50487896802034	AUS	40401109217		Charles Sturt C	Henley Beach	South Australia		5022			2.534642399024892	-34.91429101796314	138.50486596803242	AUS	40401109217		Charles Sturt C	Henley Beach	South Australia		5022			2.5349695676688935
OTR Woodville South	0c1a2c410a986acf9df2f244b07f7d95654ab614	-34.85371547929863	138.486442529225	AUS	40401109632		Charles Sturt C	West Lakes	South Australia		5019			3.3390869458687917	-34.853710479298634	138.48644752924295	AUS	40401109632		Charles Sturt C	West Lakes	South Australia		5019			3.339092930616799
OTR Woodville South	62e298d74fa1bf55b420cf4b0402b71ccab10cf9	-34.855313905124525	138.5248602246035	AUS	40402110111		Port Adelaide Enfield C	Port Adelaide	South Australia		5013			2.0750321771944673	-35.01165790512452	138.52242272901017	AUS	40301105608		Holdfast Bay C	Brighton (SA)	South Australia		5048			8.788059178664666
OTR Woodville South	3ca8a035bf312e0341482125dad749c4e43ceb34	-34.912164598045024	138.5376470789569	AUS	40401109109		Charles Sturt C	Flinders Park	South Australia		5025			1.9237509969317683	-35.008399598045024	138.57139308139975	AUS	40302106102		Marion C	Mitchell Park	South Australia		5042			8.842988209836458
OTR Woodville South	e44274028e10a20f3e002cc1f9c054a6a8116c15	-34.873636354139265	138.48273071195766	AUS	40401109623		Charles Sturt C	West Lakes	South Australia		5020			2.86990717526376	-34.873630354139266	138.48270471197347	AUS	40401109623		Charles Sturt C	West Lakes	South Australia		5020			2.871439898810543
OTR Woodville South	3cd3cbb20734819b5c4a690277032d3b72f076f1	-34.8870604911465	138.53026684604285	AUS	40401109013		Charles Sturt C	Beverley	South Australia		5011			0.168262013524654	-34.9203784911465	138.58824889873517	AUS	40101100132		Adelaide C	Adelaide	South Australia		5000			4.054211898191658
OTR Woodville South	edf6f6b03103b573c450b13202b4be5abc15f551	-35.02179521501582	138.51590200316792	AUS	40301105615		Holdfast Bay C	Brighton (SA)	South Australia		5048			9.515230818470007	-35.021794215015824	138.51590300317122	AUS	40301105615		Holdfast Bay C	Brighton (SA)	South Australia		5048			9.515156698893769
OTR Woodville South	14e3adbf4e6cdc2e4ba02697d88a0c6985a4c7ee	-34.88993799128141	138.53972639469	AUS	40401109014		Charles Sturt C	Beverley	South Australia		5011			0.5886929592717085	-34.88982799128141	138.53972239496528	AUS	40401109014		Charles Sturt C	Beverley	South Australia		5011			0.5839699903294341
OTR Woodville South	3952cc07fe577f402d5b6ddcb44a81911d963196	-34.90426240844193	138.506763232423	AUS	40401109539		Charles Sturt C	Seaton - Grange	South Australia		5023			1.9408312217222217	-34.935787408441925	138.6003882017771	AUS	40101100114		Adelaide C	Adelaide	South Australia		5000			5.265520790419587
OTR Woodville South	bbf554eb20f83712b472d53bf28f4b479ce0f6c6	-34.6909905383563	138.7203618177131	AUS	40202102834		Playford C	Craigmore - Blakeview	South Australia		5114			17.174186826415983	-34.6909745383563	138.72038281771256	AUS	40202102834		Playford C	Craigmore - Blakeview	South Australia		5114			17.175796998573805
OTR Woodville South	c02593b55d54f156ad0a6f75b6245a55c226bdac	-34.92800980581121	138.5253212074727	AUS	40403110613		West Torrens C	Lockleys	South Australia		5032			3.0072506714499454	-34.92800580581121	138.52503520747877	AUS	40403110613		West Torrens C	Lockleys	South Australia		5032			3.0088895588756395
OTR Woodville South	b060a492a6f9b4429858690808950841240e229b	-34.786674840710226	138.4943482329465	AUS	40402110019		Port Adelaide Enfield C	North Haven	South Australia		5018			7.108035762186843	-34.78667684071023	138.49435223294097	AUS	40402110019		Port Adelaide Enfield C	North Haven	South Australia		5018			7.107836354402437
OTR Woodville South	8574366725d0bf475199863d6d900a852b51b611	-34.90775338404964	138.5331025345428	AUS	40401109110		Charles Sturt C	Flinders Park	South Australia		5025			1.5888727707397534	-34.90775138404964	138.53310953454675	AUS	40401109110		Charles Sturt C	Flinders Park	South Australia		5025			1.58875840054894
OTR Woodville South	c1a7a078ba06345e702074f6308a7800adfae7c0	-34.84940056584964	138.6273318126278	AUS	40203103741		Port Adelaide Enfield C	Northgate - Oakden - Gilles Plains	South Australia		5085			5.968689445384749	-34.84940656584964	138.62733581264368	AUS	40203103741		Port Adelaide Enfield C	Northgate - Oakden - Gilles Plains	South Australia		5085			5.968725910614049
OTR Woodville South	0856649e73dfb0a71392aa7b08aa74ca58af192b	-34.75003061707868	138.59677483837044	AUS	40204104414		Salisbury C	Paralowie	South Australia		5108			10.03498047575515	-34.75004261707868	138.59676083830212	AUS	40204104414		Salisbury C	Paralowie	South Australia		5108			10.033915192084406
OTR Woodville South	1a799657203476648c9f8418daee65db7c68ba66	-34.87009804949676	138.49487395976146	AUS	40401109629		Charles Sturt C	West Lakes	South Australia		5021			2.3111566070706284	-34.86984304949676	138.49437495963133	AUS	40401109629		Charles Sturt C	West Lakes	South Australia		5021			2.3443535964455937
OTR Woodville South	cfc932797e2ae53ea271456c8e4eda20629c986c	-34.94385574204392	138.55841901085833	AUS	40403110717		West Torrens C	Plympton	South Australia		5033			4.3607386289644925	-34.94386174204392	138.55842801085703	AUS	40403110717		West Torrens C	Plympton	South Australia		5033			4.361306424182104
OTR Woodville South	cd0e4a8f5d5df16eca22241a7d5e360fe43a2a9b	-34.7098373211179	138.55632644920286	AUS	40202103515		Playford C	Virginia - Waterloo Corner	South Australia		5110			12.186260447614691	-34.9382053211179	138.57322851153333	AUS	40403110809		West Torrens C	Richmond (SA)	South Australia		5031			4.3879914486174485
OTR Woodville South	5fac1e027b70571928d8dc8e32688bf229fef839	-34.909958245139194	138.50317767890084	AUS	40401109215		Charles Sturt C	Henley Beach	South Australia		5022			2.3647771342549677	-34.88375324513919	138.5131156987796	AUS	40401109511		Charles Sturt C	Seaton - Grange	South Australia		5023			1.0419862909998663
OTR Woodville South	c8529ccfd105a0a17e3ffe9d7dd49ac74c6879a0	-31.942268783595484	141.45573871213614	AUS	10502109713		Broken Hill C	Broken Hill	New South Wales		2880			264.42359786506404	-31.951717783595484	141.45666166706076	AUS	10502109729		Broken Hill C	Broken Hill	New South Wales		2880			263.9491937421032
OTR Woodville South	02a202e680a07b408bd95d49a2dae6cfcf3feae3														-34.84657582495175	138.532916702147	AUS	40402110101		Port Adelaide Enfield C	Port Adelaide	South Australia		5013			2.646988544542117
OTR Woodville South	4f42e4ebfae77eb3c57df7f90836f71d6aaf0e96	-34.891833723362026	138.50327420932746	AUS	40401109502		Charles Sturt C	Seaton - Grange	South Australia		5022			1.6696469316415872	-34.86180672336202	138.61700030274648	AUS	40203103632		Port Adelaide Enfield C	Enfield - Blair Athol	South Australia		5085			5.110196736360446
OTR Woodville South	ca481885f8a2fda98ec568a3bed83e5509796863	-35.099075815953476	138.54298407943904	AUS	40304108617		Onkaparinga C	Reynella	South Australia		5161			14.834406573253512	-35.09903581595348	138.54292407937817	AUS	40304108617		Onkaparinga C	Reynella	South Australia		5161			14.831492783724995
OTR Woodville South	65a954b4d96b834ac12fa197390eeaae02d5ceb1	-34.93764329112185	138.50227571972763	AUS	40403110904		Charles Sturt C	West Beach	South Australia		5024			4.010459429513149	-34.93766229112185	138.50249271969003	AUS	40403110904		Charles Sturt C	West Beach	South Australia		5024			4.006597811938498
OTR Woodville South	ceb797ba3d5af71f7be8505dbe64bae653caac50	-34.89544846669137	138.63159529104107	AUS	40105101927		Norwood Payneham St Peters C	St Peters - Marden	South Australia		5070			5.730257675121146	-34.84559546669137	138.50439429753214	AUS	40402110107		Port Adelaide Enfield C	Port Adelaide	South Australia		5015			3.117335260509203
OTR Woodville South	850b2182b7bc6a90e473f3c1692015250892d704	-34.742996886982866	138.61741530051762	AUS	40204104815		Salisbury C	Salisbury North	South Australia		5108			10.95830679018746	-34.74298788698287	138.61740530053325	AUS	40204104815		Salisbury C	Salisbury North	South Australia		5108			10.95861120459145
OTR Woodville South	b1ecc2fd41e23783b92dec905ec8d2876b15798c	-34.89539286656883	138.53935870827044	AUS	40401109003		Charles Sturt C	Beverley	South Australia		5011			0.8582910065852837	-34.926868866568825	138.6088948745856	AUS	40101100142		Adelaide C	Adelaide	South Australia		5000			5.269393626366263
OTR Woodville South	05d6ffbe9584cb915a2539cfb22689bf196a99b2	-35.20706886704895	138.47420833709882	AUS	40304108707		Onkaparinga C	Seaford (SA)	South Australia		5169			22.52424968762934	-35.18534086704895	138.48819434503187	AUS	40304108709		Onkaparinga C	Seaford (SA)	South Australia		5169			20.930729737195808
OTR Woodville South	d41b44fb296dcc6371ddc2d9b134faf3d5f3d7c9	-34.89328808639247	138.57117047567107	AUS	40401109304		Charles Sturt C	Hindmarsh - Brompton	South Australia		5008			2.32940106975099	-34.89290408639247	138.53180747426657	AUS	40401109127		Charles Sturt C	Flinders Park	South Australia		5023			0.5593141252901391
OTR Woodville South	a4d79f2b829508ddec16c31d2d5ed03d7801b3d2	-34.84917391951647	138.4962833963204	AUS	40402109925		Port Adelaide Enfield C	Largs Bay - Semaphore	South Australia		5015			3.1717980587223145	-34.78247891951647	138.6355593587773	AUS	40204104630		Salisbury C	Salisbury	South Australia		5106			9.223165656905573
OTR Woodville South	41a43c3d091c749683830c57707eb7543e1889ba	-34.88745613572449	138.53457804254796	AUS	40401109006		Charles Sturt C	Beverley	South Australia		5011			0.2549383976701944	-34.887455135724494	138.53458004255106	AUS	40401109006		Charles Sturt C	Beverley	South Australia		5011			0.25496846293084824
OTR Woodville South	b29256ff5b3fe2f99d7b96966127392d205b0c13	-34.77873037494223	138.66913207162912	AUS	40204104738		Salisbury C	Salisbury East	South Australia		5109			10.722828686883375	-34.77867937494223	138.669090071626	AUS	40204104738		Salisbury C	Salisbury East	South Australia		5109			10.723506893026542
OTR Woodville South	86b0c341462bded59ced860189b4fdea0a017e8f	-34.8891521759402	138.5909580814678	AUS	40106102128		Prospect C	Prospect	South Australia		5082			3.3906633488046922	-34.889141175940196	138.590958081458	AUS	40106102128		Prospect C	Prospect	South Australia		5082			3.390596474293622
OTR Woodville South	933381dc1fafb065e98c9551d326b1f8f2f14b4f	-34.88545899427718	138.5271874365982	AUS	40401109013		Charles Sturt C	Beverley	South Australia		5011			0.24487154516091994	-34.88544699427718	138.52717843664155	AUS	40401109013		Charles Sturt C	Beverley	South Australia		5011			0.24522671998645845
OTR Woodville South	ffb31048476bec244efce0707bf2b902ec7cdc22	-34.90463791039905	138.5413707817974	AUS	40401109124		Charles Sturt C	Flinders Park	South Australia		5023			1.4819855656459866	-35.002346910399055	138.55328475648952	AUS	40302106130		Marion C	Mitchell Park	South Australia		5043			8.22302860340787
OTR Woodville South	5b4f5cbe02f2275f83d0dd07f23b910c9c004f83	-34.98729954974836	138.5252661455293	AUS	40302106219		Marion C	Morphettville	South Australia		5044			7.09693394462986	-34.987277549748356	138.52526414563758	AUS	40302106219		Marion C	Morphettville	South Australia		5044			7.09541962998116
OTR Woodville South	ae4e0f03425333fe930f9581b4ceeef095b2b67a	-34.90698054792604	138.5080202864046	AUS	40401109229		Charles Sturt C	Henley Beach	South Australia		5024			2.0280948418990192	-34.906976547926035	138.5080032864086	AUS	40401109229		Charles Sturt C	Henley Beach	South Australia		5024			2.0285176528740516
OTR Woodville South	3c9c385a32fcfe9cc10709f273a189e65e6472d8	-34.90693798825446	138.52161560446288	AUS	40401109101		Charles Sturt C	Flinders Park	South Australia		5025			1.6278938934357194	-34.906933988254465	138.521614604461	AUS	40401109101		Charles Sturt C	Flinders Park	South Australia		5025			1.6276533316232042
OTR Woodville South	76cbcbe2665f06db1be30be70b3d75da5c7ca68b	-34.88797497235039	138.5294994303851	AUS	40401109013		Charles Sturt C	Beverley	South Australia		5011			0.24401556930145374	-34.880592972350385	138.49027246403014	AUS	40401109605		Charles Sturt C	West Lakes	South Australia		5021			2.353816363473803
OTR Woodville South	f316bd483495ad40f6616f623ac5fa3eb8e588a2	-34.88249843630481	138.5225060618888	AUS	40401109011		Charles Sturt C	Beverley	South Australia		5011			0.5314605421298537	-34.94368343630481	138.62452990535613	AUS	40103101306		Burnside C	Toorak Gardens	South Australia		5063			6.667815029925022
OTR Woodville South	7c2090b04aecd77a45a0b5fc25bc4a79f8ea0cc9	-27.849360540307263	153.32927375051432	AUS	30907125123		Gold Coast C	Coomera	Queensland		4209			998.7397926576535	-27.926620540307265	153.3364086996523	AUS	30907125221		Gold Coast C	Helensvale	Queensland		4212			996.2196063839003
OTR Woodville South	e797c688d1046ad4664663aa32df02ba41a19bdc	-34.869327882554785	138.5562236711591	AUS	40402110238		Port Adelaide Enfield C	The Parks	South Australia		5012			1.7685961060630082	-34.86933188255478	138.5562106711499	AUS	40402110238		Port Adelaide Enfield C	The Parks	South Australia		5012			1.7678416237827093
OTR Woodville South	c5f76d7281778e566f6a15b9c6668bc97397a103	-34.90056339827428	138.5556878608693	AUS	40401109324		Charles Sturt C	Hindmarsh - Brompton	South Australia		5009			1.754699398442217	-34.90055939827428	138.55568686085996	AUS	40401109324		Charles Sturt C	Hindmarsh - Brompton	South Australia		5009			1.7544832702111468
OTR Woodville South	bc9af6f35565ed7c152563e3e4f01737f22f005d	-34.79907415228924	138.49964651977382	AUS	40402110032		Port Adelaide Enfield C	North Haven	South Australia		5017			6.199803054689529	-34.79906715228924	138.49963251975393	AUS	40402110032		Port Adelaide Enfield C	North Haven	South Australia		5017			6.200497673482996
OTR Woodville South	9a3311bb2e8530d0691c02a4b1b69c626f862a52	-34.829253233239214	138.49623540288667	AUS	40402109912		Port Adelaide Enfield C	Largs Bay - Semaphore	South Australia		5016			4.332043202635634	-34.829244233239216	138.49617740289636	AUS	40402109912		Port Adelaide Enfield C	Largs Bay - Semaphore	South Australia		5016			4.334114660344908
OTR Woodville South	73a2605da154b9918c5851df0e372399bf1ea296	-34.77130753717608	138.5976613917567	AUS	40204104333		Salisbury C	Parafield Gardens	South Australia		5107			8.706037220505383	-34.76406653717608	138.64068139163462	AUS	40204104617		Salisbury C	Salisbury	South Australia		5108			10.404459958198554
OTR Woodville South	4c11e19be8a939144645649780ea60e2b45c9e4e	-34.79059918858485	138.70462385502623	AUS	40205104920		Tea Tree Gully C	Golden Grove	South Australia		5125			11.796604914054502	-34.79061818858485	138.70463585503887	AUS	40205104920		Tea Tree Gully C	Golden Grove	South Australia		5125			11.79644580326091
OTR Woodville South	165944865ae1c84d8dac0863e2559bc542ddcb3f	-34.86315152918267	138.54864225783285	AUS	40402110225		Port Adelaide Enfield C	The Parks	South Australia		5012			1.7891415019710815	-34.86315752918267	138.54863925781288	AUS	40402110225		Port Adelaide Enfield C	The Parks	South Australia		5012			1.7887008132504187
OTR Woodville South	8da4c87139975a5208f4159cb645da3f71552d18	-34.86861679865583	138.55329722700188	AUS	40402110238		Port Adelaide Enfield C	The Parks	South Australia		5012			1.6721699351083386	-34.868645798655834	138.5533432269801	AUS	40402110238		Port Adelaide Enfield C	The Parks	South Australia		5012			1.6727648960477897
OTR Woodville South	052e9077afc659bfe6ba65b342bff2e6e33b4d22	-34.7929487590386	138.49939805875894	AUS	40402110034		Port Adelaide Enfield C	North Haven	South Australia		5018			6.610192963853223	-34.792941759038605	138.4994080587586	AUS	40402110034		Port Adelaide Enfield C	North Haven	South Australia		5018			6.610502324630252
OTR Woodville South	3e97baeee5b0c635b4d6b88b4334ce546751d3a3	-34.92622233650174	138.4964523675968	AUS	40401109234		Charles Sturt C	Henley Beach	South Australia		5022			3.483900277520187	-34.97760533650173	138.52981044432465	AUS	40301105727		Holdfast Bay C	Glenelg (SA)	South Australia		5045			6.418416989298264
OTR Woodville South	f6deb8a5fafd568429b0e8b8895decca16d07a11	-34.86706787694142	138.54339771379915	AUS	40401109723		Charles Sturt C	Woodville - Cheltenham	South Australia		5012			1.4033742826384341	-34.86706987694142	138.54339571379845	AUS	40401109723		Charles Sturt C	Woodville - Cheltenham	South Australia		5012			1.403198296816161
OTR Woodville South	2dbb061bf78586990f0f1d57dcc10b3ad9804015	-34.88625355663572	138.5254997181255	AUS	40401109019		Charles Sturt C	Beverley	South Australia		5011			0.3508829766892353	-34.88409855663572	138.5337617152745	AUS	40401109007		Charles Sturt C	Beverley	South Australia		5011			0.1413372095837012
OTR Woodville South	cd48a1322a0e7a3ed801aba6cc37e93aea724674	-34.85991464615143	138.50614869527658	AUS	40402110115		Port Adelaide Enfield C	Port Adelaide	South Australia		5014			2.2422253687793723	-34.859777646151436	138.50612469546698	AUS	40402110115		Port Adelaide Enfield C	Port Adelaide	South Australia		5014			2.2503852436243736
OTR Woodville South	d625bf65d79502d328ceb52536ec64aa8d831883	-34.89684084769125	138.52362251840074	AUS	40401109129		Charles Sturt C	Flinders Park	South Australia		5023			0.9419673177073864	-34.89687284769125	138.52361051840953	AUS	40401109129		Charles Sturt C	Flinders Park	South Australia		5023			0.9442409026920676
OTR Woodville South	b9beeec39cfc51fe5fa2b9d724bd4c165372d791	-34.88464920161132	138.50964003660445	AUS	40401109540		Charles Sturt C	Seaton - Grange	South Australia		5023			1.2366171183906975	-34.88465420161132	138.50965303657537	AUS	40401109540		Charles Sturt C	Seaton - Grange	South Australia		5023			1.2358761504107896
OTR Woodville South	76052446a9db4f5cbd14411554d701009e460de2	-34.897826948800784	138.5321943728577	AUS	40401109122		Charles Sturt C	Flinders Park	South Australia		5023			0.900465099960869	-34.897826948800784	138.5321943728577	AUS	40401109122		Charles Sturt C	Flinders Park	South Australia		5023			0.900465099960869
OTR Woodville South	837e2b760bc1e90259a1d2913362f73397179df7	-34.86384560030519	138.51384736536906	AUS	40402110112		Port Adelaide Enfield C	Port Adelaide	South Australia		5014			1.7611266448732492	-34.863852600305194	138.51385536534997	AUS	40402110112		Port Adelaide Enfield C	Port Adelaide	South Australia		5014			1.7604704155814765
OTR Woodville South	06fd3c1b54351af77dac721ab9f858d0db9213fd	13.749393006586551	100.54074215977032	THA		103704		Ratchathewi						4186.616030814719	-34.89561599341344	138.57312664658846	AUS	40401109305		Charles Sturt C	Hindmarsh - Brompton	South Australia		5008			2.4805695598567987
OTR Woodville South	f21334383ece4805e47c122736852fd5d3c5d3d3	-34.8747038655242	138.58494844437644	AUS	40106102132		Prospect C	Prospect	South Australia		5082			3.116341135878908	-34.924967865524195	138.6002781581475	AUS	40101100141		Adelaide C	Adelaide	South Australia		5000			4.791927046644702
OTR Woodville South	37193761189c8946639498fa502eaa3ef600c0a4	-34.91618245017989	138.5127398032129	AUS	40401109221		Charles Sturt C	Henley Beach	South Australia		5024			2.4144475515377115	-34.916214450179886	138.51270180328532	AUS	40401109221		Charles Sturt C	Henley Beach	South Australia		5024			2.4173830263704956
OTR Woodville South	dbc480f3c798d9000600633cd2a1bc77b9694a5b	-34.911807354193385	138.49766732498327	AUS	40401109204		Charles Sturt C	Henley Beach	South Australia		5022			2.6745378715510104	-34.911787354193386	138.4976903249335	AUS	40401109204		Charles Sturt C	Henley Beach	South Australia		5022			2.6726380491104536
OTR Woodville South	35ddd15a8434f473c086e0c12528b15ae05d44c1	-34.91207443366396	138.59735629346542	AUS	40101100201		Adelaide C	North Adelaide	South Australia		5006			4.188085378017545	-34.912075433663965	138.5973582934656	AUS	40101100201		Adelaide C	North Adelaide	South Australia		5006			4.188217811202531
OTR Woodville South	520346f429379dabea91e42b5a583b1f0ffcd813	-34.870085836836466	138.5385910500855	AUS	40401109739		Charles Sturt C	Woodville - Cheltenham	South Australia		5011			1.0973859392240142	-34.87009283683646	138.5385920501118	AUS	40401109739		Charles Sturt C	Woodville - Cheltenham	South Australia		5011			1.0969571567682763
OTR Woodville South	9a12c40eddea7934c2cf553599dff4127e20f8df	-34.86874978654434	138.49636026294687	AUS	40401109629		Charles Sturt C	West Lakes	South Australia		5021			2.279772391574756	-34.86869778654434	138.49633726297452	AUS	40401109629		Charles Sturt C	West Lakes	South Australia		5021			2.2826679568798642
OTR Woodville South	5dcabc849a7623edfd4e843dce7e52b4f5852473	-34.88464363884492	138.53331422436986	AUS	40401109007		Charles Sturt C	Beverley	South Australia		5011			0.10746600359747374	-34.90591563884492	138.51727920655796	AUS	40401109519		Charles Sturt C	Seaton - Grange	South Australia		5023			1.6653175030464964
OTR Woodville South	3fc70af3a02e810058652c0fe70c36c297fe5326	-35.0857561237057	138.5225512655827	AUS	40302106326		Marion C	Sheidow Park - Trott Park	South Australia		5158			13.907737092314454	-35.0857651237057	138.522553265564	AUS	40302106326		Marion C	Sheidow Park - Trott Park	South Australia		5158			13.90835511862974
OTR Woodville South	553e56818d83922924a17418d68a3d2f58b91669	-35.08026593459469	138.52613360105053	AUS	40302106309		Marion C	Sheidow Park - Trott Park	South Australia		5158			13.52220110382634	-35.08026193459469	138.52613460102975	AUS	40302106309		Marion C	Sheidow Park - Trott Park	South Australia		5158			13.521923230711034
OTR Woodville South	d11b5741abf632ceaab6d72da6938bb0f4264841	-34.88560746267304	138.5596063883682	AUS	40401109328		Charles Sturt C	Hindmarsh - Brompton	South Australia		5008			1.5994938935690484	-34.885615462673044	138.55960038836616	AUS	40401109328		Charles Sturt C	Hindmarsh - Brompton	South Australia		5008			1.5991724170335773
OTR Woodville South	1dc68c789b3f174cd6a5d6275e9cf6296cfb847a	-34.85313755137855	138.55128229957225	AUS	40402110222		Port Adelaide Enfield C	The Parks	South Australia		5012			2.464308806244776	-34.87897955137855	138.60230028929467	AUS	40106102131		Prospect C	Prospect	South Australia		5082			4.04148905829956
OTR Woodville South	3f1f171968afb22af90c35ada8afb03434fff4e4	-34.78895831430582	138.4943699053331	AUS	40402110021		Port Adelaide Enfield C	North Haven	South Australia		5018			6.956950881373383													
OTR Woodville South	85f8fc3c4fe35d49b88ac89404d4a9d7f9073109	-34.81846748645593	138.7051683824378	AUS	40205105511		Tea Tree Gully C	St Agnes - Ridgehaven	South Australia		5097			10.877694989319977	-34.81844248645593	138.70518838240613	AUS	40205105511		Tea Tree Gully C	St Agnes - Ridgehaven	South Australia		5097			10.87945533694625
OTR Woodville South	5b1a382d67dc0ee6d34903ce5d5f80044c4d58a6	-34.761091542549416	138.6623383862687	AUS	40204104732		Salisbury C	Salisbury East	South Australia		5109			11.335973711915331	-34.761088542549416	138.66229938627427	AUS	40204104732		Salisbury C	Salisbury East	South Australia		5109			11.334678473493549
OTR Woodville South	c5c1b9fadeb5984a7f0d7195fb2acec559af0ba8	-34.98612188552165	138.59039696868885	AUS	40303106813		Mitcham C	Colonel Light Gardens	South Australia		5041			7.763742342907819	-34.986088885521646	138.59038596872637	AUS	40303106813		Mitcham C	Colonel Light Gardens	South Australia		5041			7.761413908989069
OTR Woodville South	60a5f083f7f7b87d79d243b09a95fb557ac8b4b6	-34.8870470147637	138.52623727171368	AUS	40401109019		Charles Sturt C	Beverley	South Australia		5011			0.3325035128791787	-34.887049014763704	138.52621927171825	AUS	40401109019		Charles Sturt C	Beverley	South Australia		5011			0.3334732132555353
OTR Woodville South	9b7faf825b6d03064831d4e5a813dfb646362365	-34.949109487451665	138.6265282502073	AUS	40107102438		Unley C	Unley - Parkside	South Australia		5063			6.990333836294914	-34.92090548745166	138.58733140448157	AUS	40101100132		Adelaide C	Adelaide	South Australia		5000			4.035392658660442
OTR Woodville South	245aa96dee91e43da24deba84973b49b419b0944	-34.701829229439504	135.84761061177704	AUS	40601113333		Port Lincoln C	Port Lincoln	South Australia		5606			152.97197240265254	-34.7697852294395	138.73027703844036	AUS	40205104928		Tea Tree Gully C	Golden Grove	South Australia		5125			13.812816532953603
OTR Woodville South	6b61a4c1b89024b6ff03b395eded4cd21eaa03b7	-35.083794889577256	138.49725816816604	AUS	40302105903		Marion C	Hallett Cove	South Australia		5158			13.8985710486372	-34.888333889577254	138.54487107476453	AUS	40401109002		Charles Sturt C	Beverley	South Australia		5009			0.8001917302202164
OTR Woodville South	eae759e40c79066a98132349e2fdb8f53a259ddf	-34.91012795943599	138.54933927769818	AUS	40401109115		Charles Sturt C	Flinders Park	South Australia		5025			2.023738364434052	-34.91011995943599	138.54932627770867	AUS	40401109115		Charles Sturt C	Flinders Park	South Australia		5025			2.022889610352525
OTR Woodville South	37d1a09e58bfd1e08d069773346068d442934dfd	-34.891943942715095	138.54046295834573	AUS	40401109014		Charles Sturt C	Beverley	South Australia		5011			0.7106681384061215	-34.8919389427151	138.54045395834598	AUS	40401109014		Charles Sturt C	Beverley	South Australia		5011			0.7100603371299665
OTR Woodville South	31b5257657cc5621157fb75adadbcf78d805101f	-34.82255105944943	138.4961528943066	AUS	40402109909		Port Adelaide Enfield C	Largs Bay - Semaphore	South Australia		5016			4.750217473977179	-34.82255705944943	138.49615989434545	AUS	40402109909		Port Adelaide Enfield C	Largs Bay - Semaphore	South Australia		5016			4.749673596400694
OTR Woodville South	39af4954d84d52f8d4ec54dabb05e74747c39a43	-34.792696156851406	138.49511611622344	AUS	40402110033		Port Adelaide Enfield C	North Haven	South Australia		5018			6.697790202221041	-34.79268515685141	138.4951311162293	AUS	40402110033		Port Adelaide Enfield C	North Haven	South Australia		5018			6.698252106188388
OTR Woodville South	1c86492ea9379c4978ea3a2894073a7e2cc72416	-34.88707866234093	138.5554568335462	AUS	40401109307		Charles Sturt C	Hindmarsh - Brompton	South Australia		5008			1.3720077415570326	-34.88709066234093	138.55546883353566	AUS	40401109307		Charles Sturt C	Hindmarsh - Brompton	South Australia		5008			1.3727786694424013
