Polygon ID	Device ID	Resident	Worker	CEL Lat	CEL Lng	CEL Country	CEL State	CEL Zip	CEL Census Block ID	CEL Metro	CDL Lat	CDL Lng	CDL Country	CDL State	CDL Zip	CDL Census Block ID	CDL Metro	Commute Distance
Midura Central	ca974935a12afc6cc5828fe940a15d3d760a9f87	false	true	-34.26237188888904	142.12917539713496	AUS	Victoria	3498	21502139502	Mildura RC	-34.207649888889044	142.13912039687693	AUS	Victoria	3500	21502147012	Mildura RC	3.827646220220021
Midura Central	4e667fa82c246849c519b333ce06266159540e2d	unknown	true								-34.207832500810255	142.13968191046496	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	4d49874da8ae16790638520abf5bd47d5244a06b	false	true	-34.19996172506093	142.17546570410906	AUS	Victoria	3500	21502146943	Mildura RC	-34.20714472506093	142.1386006969258	AUS	Victoria	3500	21502147012	Mildura RC	2.166686599931631
Midura Central	9d0c529857e99ad4fe9098993b114aa1e226bb90	unknown	true								-34.206865071452704	142.13905649870205	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	bed442660ea16ed1baccfc87e01d85db79fe879d	unknown	true								-34.20759710208557	142.13925023798978	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	bbc8b60dd5c1e98c03fd24c204408afd51290f83	false	true	-34.197897055580306	142.08572448842696	AUS	Victoria	3505	21502139606	Mildura RC	-34.20799105558031	142.13992749471228	AUS	Victoria	3500	21502147012	Mildura RC	3.1784682203924617
Midura Central	b59b01aa4e209f26828da50c200069f0538cb3f9	unknown	true								-34.20709112172428	142.13926368176058	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	b30782e5e47faec3028ed30f97095b260b6a40e1	false	true	-34.1737065491608	142.20249987866765	AUS	New South Wales	2739	10902117809	Wentworth A	-34.2074795491608	142.13888095712173	AUS	Victoria	3500	21502147012	Mildura RC	4.325180899565833
Midura Central	2394d576a571e7427c312f73174241753d6a586a	false	true	-34.2046046874891	142.16299858906896	AUS	Victoria	3500	21502146902	Mildura RC	-34.206440687489106	142.13822458849367	AUS	Victoria	3500	21502147012	Mildura RC	1.4229005942721253
Midura Central	6910adc3d9017fe4681cc7053f11e2385409d159	true	false	-34.206563100737625	142.13864659764454	AUS	Victoria	3500	21502147012	Mildura RC	-34.21258810073763	142.19742759332618	AUS	Victoria	3501	21502139521	Mildura RC	3.3881931632722715
Midura Central	8ac16ac0fde164180e237a9a5c1dadd78d1e1611	false	true	-34.18120596319685	142.15580680938896	AUS	Victoria	3500	21502146907	Mildura RC	-34.207169963196854	142.13874471725364	AUS	Victoria	3500	21502147012	Mildura RC	2.044106128983999
Midura Central	6554773b12673afdb5c2c5b71f4f0e0cdcc852bf	false	true	-34.19713004000941	142.0716995994515	AUS	Victoria	3505	21502139609	Mildura RC	-34.208274040009414	142.14052460600874	AUS	Victoria	3500	21502147012	Mildura RC	4.012082614638087
Midura Central	06390360dd9665119bf52ff473c9afafa59e232c	false	true	-34.21014168800857	142.14145994658543	AUS	Victoria	3500	21502147012	Mildura RC	-34.207337688008565	142.1395299495815	AUS	Victoria	3500	21502147012	Mildura RC	0.2231754961255291
Midura Central	50f7c9a5a0f277037801cdddee0ecafa4ee2c8f3	unknown	true								-34.20674579058428	142.13891691334538	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	12de6ea47ab3ffbb7a8e1cdd257359b87836e332	false	true	-34.256885859331646	142.1753568788306	AUS	Victoria	3498	21502139516	Mildura RC	-34.206751859331646	142.1390059961557	AUS	Victoria	3500	21502147012	Mildura RC	4.0431730212959724
Midura Central	15051ff36ec8616193d64bef42385c0966353ad4	unknown	true								-34.20704416285776	142.13896335027238	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	5d94fa171e80b59deae27d11d03f103189265c00	true	false	-34.207182496492656	142.13955041558904	AUS	Victoria	3500	21502147012	Mildura RC	-37.550544496492655	143.80587394306292	AUS	Victoria	3350	20101100109	Ballarat C	249.3948136173994
Midura Central	b17a730e0c28cf7996bd10b4d82d3d955f6d3180	unknown	true								-34.20831796427712	142.14042118938124	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	1bc67948be8975b820750e6d254389b5e9e17589	false	true	-35.0663038048534	142.3229062447396	AUS	Victoria	3490	21502139806	Mildura RC	-34.206884804853395	142.13796933476246	AUS	Victoria	3500	21502147012	Mildura RC	60.371144338513815
Midura Central	d89c72bf762e4b32f5e3c155250573804f638a2b	true	unknown	-34.20678322001323	142.13842839826486	AUS	Victoria	3500	21502147012	Mildura RC								
Midura Central	08665ab81affebb1ed2bfb6cd69b69c13869e873	false	true	-34.19613329450581	142.1256660050159	AUS	Victoria	3500	21502147002	Mildura RC	-34.20712429450581	142.1395209995404	AUS	Victoria	3500	21502147012	Mildura RC	1.0982912725448846
Midura Central	818c26aa0f3e4ef51cafa849beeb9d04c87e20cc	true	false	-34.20689109694828	142.1390117370489	AUS	Victoria	3500	21502147012	Mildura RC	-34.211064096948284	142.15932173659021	AUS	Victoria	3500	21502147022	Mildura RC	1.1971269190977438
Midura Central	409df5ab21bca1f687a511b7fbbb13907996b291	unknown	true								-34.206816506802845	142.13879569648356	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	b7f38833177bb8ff17ea54ce0609bb94354068d9	true	true	-34.20734511608053	142.13934335603088	AUS	Victoria	3500	21502147012	Mildura RC	-34.20734511608053	142.13934335603088	AUS	Victoria	3500	21502147012	Mildura RC	0.0
Midura Central	f2bc6e8287c3f05adb95576199bebff2976f8381	true	true	-34.20762703282004	142.13996650280654	AUS	Victoria	3500	21502147012	Mildura RC	-34.20759603282004	142.139945502774	AUS	Victoria	3500	21502147012	Mildura RC	0.002457866561205024
Midura Central	6e2f26f4da4325d59edaaacc0479f3b99bf9bc37	unknown	true								-34.20732952874448	142.13904026411944	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	4787674e0e26e3de928a7bfee93b0de24b8ff9d5	true	false	-34.20777075965622	142.1401840607501	AUS	Victoria	3500	21502147012	Mildura RC	-34.202684759656215	142.13608405960002	AUS	Victoria	3500	21502147010	Mildura RC	0.4228196733306991
Midura Central	93d02f0ab9a842be7acc1d56938a67b97d8b341a	true	unknown	-34.20684703763406	142.1380764713475	AUS	Victoria	3500	21502147012	Mildura RC								
Midura Central	39dbb303c0f1101cae3a8c7afd5809247edde1f0	unknown	true								-34.20826099092838	142.14033709996585	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	3d70b47778433e6f28bdc425e93ec994826a5e4c	unknown	true								-34.20715781284149	142.139138039878	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	050d4a298b2cfba6ef3bca471bb1b05585b1f49e	false	true	-34.196292476019195	142.1253299816275	AUS	Victoria	3500	21502147002	Mildura RC	-34.2071774760192	142.13919693152366	AUS	Victoria	3500	21502147012	Mildura RC	1.0937239425089025
Midura Central	61fa5285047c8ea81bc21574d07e12c537434f32	false	true	-34.20928947969585	142.1254874298269	AUS	Victoria	3500	21502147019	Mildura RC	-34.20800647969585	142.1394524272782	AUS	Victoria	3500	21502147012	Mildura RC	0.8037665980354464
Midura Central	7ae105c163cf87765756715c3382db86005537af	true	false	-34.207052010194985	142.1388718428407	AUS	Victoria	3500	21502147012	Mildura RC	-34.547152010194985	142.33223233863873	AUS	Victoria	3494	21502139807	Mildura RC	25.986121385242843
Midura Central	2a7bf74b8490b06d6daff9e69a14ee3de0b19054	true	false	-34.206985556413166	142.13928695229154	AUS	Victoria	3500	21502147012	Mildura RC	-34.18348455641316	142.1636038372173	AUS	Victoria	3500	21502146909	Mildura RC	2.1396420308371047
Midura Central	d8e74314b29d761a2955fc580cacfc2031e82c10	false	true	-34.31312908479023	142.18689892241653	AUS	Victoria	3496	21502139904	Mildura RC	-34.207606084790235	142.14072387612683	AUS	Victoria	3500	21502147012	Mildura RC	7.761783224584809
Midura Central	e0929a3acc5f742ec420909d2ed034f6d2606be3	unknown	true								-34.20804763171582	142.1400761436863	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	30d24f5b769f7e87b41d0a41ed5ac9fe17f531f3	unknown	true								-34.20654610935528	142.13904797555233	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	a978506d60fd2e199fc5f76bec0fc364fb54defd	unknown	true								-34.207209699599744	142.1390468648854	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	195e66dca4cfd402a9db88cc5c8d307a2ab28515	false	true	-34.169312953473046	142.17324673544317	AUS	New South Wales	2739	10902117821	Wentworth A	-34.207950953473045	142.13986470645517	AUS	Victoria	3500	21502147012	Mildura RC	3.2849846929553954
Midura Central	700199a91bc031f82280712f5d1961395a5f68cc	true	unknown	-34.20808447199802	142.1400940220125	AUS	Victoria	3500	21502147012	Mildura RC								
Midura Central	69747f6eb5b553ffef22f122ec501376b0e6cdd0	unknown	true								-34.20711572363292	142.13884965728235	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	841b30ef5a1a558ef689a507745591cb1fcea5e8	true	unknown	-34.20694014761603	142.13830506390732	AUS	Victoria	3500	21502147012	Mildura RC								
Midura Central	65f372ca5d1dab94121c3c43cafde440cce6d379	false	true	-34.16532928651293	142.05957613350995	AUS	Victoria	3505	21502139608	Mildura RC	-34.20762528651293	142.1393891621652	AUS	Victoria	3500	21502147012	Mildura RC	5.423579061166214
Midura Central	793732efad4884fb65a371b7e489da0e8e669225	false	true	-34.2040498132556	142.13580126057823	AUS	Victoria	3500	21502147006	Mildura RC	-34.2073688132556	142.13938227527612	AUS	Victoria	3500	21502147012	Mildura RC	0.30768736318370044
Midura Central	016cc6ecc3f1c3b7859d0d2467afc102c1af0690	unknown	true								-34.20823285644893	142.14039049979766	AUS	Victoria	3500	21502147012	Mildura RC	
Midura Central	8a1749995d420c4afc1ca916892ea55757c7b916	false	true	-34.20362158996248	142.11917969094765	AUS	Victoria	3500	21502147027	Mildura RC	-34.207030589962486	142.13887970238076	AUS	Victoria	3500	21502147012	Mildura RC	1.1513669674478215
Midura Central	c5938a2e92192c2c847998a41e239ece502ae180	true	unknown	-34.20694093199037	142.13853376931095	AUS	Victoria	3500	21502147012	Mildura RC								
