Hashed Device Id	Common Evening Lat	Common Evening Long	Common Daytime Lat	Common Daytime Long
3ec549dc7ef3ea6fb574af823e8a07d2e33aadfa	-34.2006218781748	142.1327223569939	-34.2005198781748	142.13266035725601
376ad6e19c1263687b01d2a7ad218dfdcc5449ac	-34.20435222198219	142.12008613741895	-34.20435322198219	142.12007313741566
8a1afcc817c1fa4281aa0723f5598dd8cdc160dd	-38.10950659123677	145.7709127567041	-38.109500591236774	145.77092075668912
466c8d74e35ad57c56b3ac2f804e6f98e420c0ca	-34.19091072631064	142.15375501074737	-34.18772672631064	142.16141701414446
8ce5da463cdb45a44aa151ca4aa1dd770c9a2202	-30.139571094789996	153.1758988693068	-34.181678094789994	142.1601230964908
af2d27d0324924de224a1e3ed538de81a8f1ef5f	-37.67846843770851	145.06066145003874	-37.67846743770851	145.06065545003995
dbf4dbbdfec42380452ff21deb6267acee0be1ae	-33.97529393948141	137.7363713486535	-33.96779093948141	137.72157731853656
314544b6a049f5cf1da476d7f63acfc0729c1539	-34.21432678002111	142.13139497348757	-35.36719478002111	143.56155569112903
37fec22f546c811b07084797c2a2586a44e50f9d	-34.20029597270939	142.15334683775635		
3c07424c02d848501877501aedac94bf9f40610f	-34.16686851282074	142.06221265016222	-34.16687451282074	142.0621846501619
c8128e2d317c04a4fbf6bd099d5dc45ec9c7a8a0	-34.20458009898817	142.15878052330547	-34.20457309898817	142.15878752328715
0b4180055d692bd8df143c662c7ef14d82ceeb95	-34.155562569966996	142.04551286364122	-34.15553356996699	142.04550386368797
f579ca2e12a4deb984ca214673005ad24a1ffccf	-34.72247834914886	143.1564062752676	-34.72246134914886	143.15640327523442
b5dc704fcb519ebe217efa6413f032055563232d	-30.114292803583062	153.20044659020547	-30.30503680358306	153.11002462239406
a24cbd37a1e2c9e0a9db70830d4d88b4e4d296eb	-37.80824044842277	144.8837257080218	-37.80824844842277	144.88374270797198
70043bd68eb7ba3828cd24a5cefdeb9696e37065	-34.19443444073471	142.14525593306868	-34.19444244073471	142.14524693305904
bb4b6e8602365b3127c7894ee5da4bde4ccc8b5b	-34.4827398678585	140.58173027261796	-34.482743867858495	140.58172227263364
4e4f289208ffe8c339db67abaf5eef6716685417	-35.339321783086504	143.53111384598145	-35.3393137830865	143.53111884599355
54ea4a8856dd4a22c465cde80729f9c4e3fbedeb	-34.20771924261495	142.12121120325074	-34.22694024261495	142.15872514192233
f4ba31359cb17fc72aa013c6d94afd062ea4bf15	-34.18756799590494	142.14783383541064	-34.306262995904945	142.230555671464
c7eb525eeddaf7cd9c616d9734567afb443478ca	-38.20760360210471	144.48295863804512	-38.20760260210471	144.4829566380439
e03c34ad2d3813543007eb517f9c01c92c63f7f6	-38.12807493753201	144.3268976103685	-38.128273937532015	144.32714461031293
aeb26c84c0ae448c702a52bf5716f9352dee6a27	-37.87046796237605	145.0360580977336	-37.87044096237605	145.03594609769507
e5e86e4478801c26c6189f219f5d2381e793bdb2	-34.17464005804913	142.14864057166668	-34.17464505804913	142.14861957165945
640c7b5e2ac1ce7736cda206a5c25b40ed2a0536	-27.474342276276417	152.9898243275538	-27.464320276276414	153.03042936116944
b3912e633228a465162358e8852f17035e927e69	-37.71094716372691	144.78867753840873		
e211633207d9b276fedbedba18694f781c82808b	-37.91338332117832	145.11642970640503	-37.90417832117832	145.2310067089438
65bff9964eb55058cf20169dcd027f40c623db04	-36.72177784163754	142.18748824627556	-36.72202284163754	142.18776024695896
5185941ced1382eebb09ee0074a6729b87409393	-34.23287121125045	142.16989701275034	-34.23288221125045	142.1699000126888
4e7fb371f69ba32f716b7bad2178afae60c13184	-34.76606706634532	137.59646184209225	-34.76615606634532	137.596578842091
a23e7706d5c18cf91f7d5328eb473a812565f526	-34.173606745285795	142.2024023792061	-34.173606745285795	142.2024043792061
bb9d5ba9302c10eb1e49db56c65addd089d376b6	51.540208031961185	-0.6588947088217098	51.540211031961185	-0.6588907087973
6c3d82fcad4fb74cf893d77b90b2b9ce205a0e10	-30.630515230411024	142.32326128301858	-30.630489230411026	142.32323628308404
8731d07cf16280b5ed8b50d72ebaa0c2fbb3bb26	-34.166657180021566	142.01105218487422	-34.16662818002157	142.0110531848154
48859400d34bde6ab701d0468d546d861138f627	-34.2053136767059	142.1431022181117	-34.72277567670589	143.17652424544772
4f154f2428d6fbb0b76303e083d41cf32e1dba57	-31.917420973392037	152.45060295219596	-31.917422973392036	152.4506019521981
a27d8461ff494c0667f4782b294f12a36efa10a7	-34.19709100835692	142.1253886848627	-34.19708500835692	142.12539068486856
ee1d85b8afbf99aa951983dffaf1329252a3c041	-37.790834882655716	144.86516891260916	-37.790848882655716	144.86519391262865
77d922b7efa8a5e0f638569543750cd9e8147f9b	-31.945909809213497	141.44801672520904	-31.945926809213496	141.4480137252027
cef166727d847caa0890e72992242477976ee7bb	-34.20480572004746	142.11714153894314	-34.20479672004746	142.1171465389358
fb1d9504fc16c57be3e0be4aef218f025341f337	-34.231856760946286	142.16985363637326	-34.23184176094629	142.169851636412
fe99ca99aa755b153b00039a02f4879b1e8bba6d	-28.173250249547333	153.53778612762753	-38.006016249547336	145.23136148863128
54fa6b2ae7bfdfc692fa4388f855af8570e79a83	-34.28839601350084	142.19352742169406	-34.288399013500836	142.1935544216962
578b86cf61c767836a9d7d49bddd6e50b535ecee	-34.219127960524716	142.17054413199293	-34.21912896052471	142.17054313199358
9fcd52c9dee5355539639c8dfb504926390b9823	-34.19776264183831	142.1387476298882	-34.197811641838314	142.13874062979963
47c1d520ac7b039dafaf7e43a932d32fafa06812	-12.379010577601385	130.88407210119635	-12.379008577601384	130.88407210119757
2948e16a205be52255172b2c6b83b60aea77543a	-34.20858946280633	142.11981151553658	-34.20859746280633	142.11982251552394
024a181b8ea9b5aa0430a6c4b627c35a287cdd8e	-34.95343000902915	138.5540060983175	-34.98040500902915	138.51538102096222
7594bde0147dffc4d5cccaaa81c0cce0786ad4df	-34.19847627395068	142.15556431078147	-34.19847427395069	142.1555743107865
2fc197d22b8328c0a2d6afd603d3d1b6b2765b90	-34.209215080250345	142.14358292546305	-34.20918808025034	142.14355292543425
b5b20b16211e073d3751393311ccbd8cd128e325	-34.201417833333714	142.11991270668116	-34.19241383333371	142.1524017247583
c9a69436af63bdc900ab8e36b97af8d7b714bdcf	-34.61190113794218	142.77614451446988	-34.61190213794218	142.7761455144642
da5833e7392df22589809a52842b379b5afdd4a2	-34.12762400930753	142.02421151865997	-34.12760900930753	142.02418951865116
b21c0ea44c22c1c674e3d4200cd858117427646e	-37.88501505330453	145.2574891755373	-37.929018053304524	145.14952301173685
8537e255e4e7933dbcba5a8c45913f3d9ff22646	-34.107188343227726	141.9848203916506	-34.10719334322773	141.98481539165527
bdcd21fbd104af78768f6841291c45ecd8afc4fb			-32.022874976446865	115.93700110466825
1123c7772eddf10ddd09533547ceb0abd3d70904	-34.19408379373386	142.15952160471394	-34.18529379373386	142.14755360600572
7efe01f640e822837a3586a65445034f8527a50c	-34.129184900101954	140.7118238035872	-34.129187900101954	140.7118238035965
3212e69ad28c6f52dc2f88b25aef5f38a8a4d6c4	-34.17580912009307	142.1528600377667	-34.17581912009307	142.15282403776882
1d1925b501b9f05dd1567773a460de26f47f917f	-34.11045012019122	141.91352757863572	-33.77080312019122	141.05383935734042
f4efe776598c2b15f5668015823e37ceb40c6b44	-30.287120214422647	153.1255364917923	-30.39766921442265	152.955268554499
e76078409cc5a1d753b3892b14e801d15f7105b9	-34.20583788767341	142.13202801940866	-34.20583188767341	142.1320210194143
48420310a762237053d21d7104e33d14ff605c3a	-34.3459927036898	142.15320051727215	-34.235625703689806	142.1756423853216
c92aefaa8a9b3dac7be0676724818101b187c195	-34.21036536995956	142.14840727373345	-34.21035936995956	142.14838527374013
06e68bd6f930ff05db205a9dea1108225d192de8	-34.68005569900296	142.70184477650588	-34.680088699002965	142.70186277645757
d00d8adc1185cd93d3a0e6bda413d4d757a03697	-34.59615792186983	142.77606257149563	-34.58402292186983	142.78205858470207
543538142e08786b0b8a261f0a3449abafad2ddb	-34.20763731622673	142.14539954722508	-34.20763331622673	142.14538854722036
0cd46e9b2f197dae3fce31937b9d8c46946f5812	-34.17650131027434	142.10951261434423	-34.17649931027434	142.10951461434354
21b00cbdd0d1c2dac6dbaf79920044bcedf0eafe	-34.20603885602212	142.142743151976	-34.18722585602212	142.15648910777003
f3089ead81ce358a77524a659a2375373abf7092	-34.199649087440704	142.1545460302451	-34.1996790874407	142.15454403011557
d6083c96e330c60b4278b2db83fa63763b88f4c6	-34.178485419932	142.21811330054953	-34.178481419932005	142.2181083005502
369ea1f2b2e096bd97cd97fb2fc71771c3b7f20b	-34.7869906642507	138.68955590937776	-34.7869356642507	138.6895009094165
d8ce84f0953c388022271d252cfeccf4ece12411	-34.28589701611073	142.21375056950876	-34.16209101611073	142.22892648495431
52d8980c4f95bcb3ea0f34abdb4be150021ad1b6	-34.90428892762103	138.67563176331373	-34.904448927621026	138.67568176316908
b36346581ddd3f1911d4a691a0fef28da73e3c44	-25.586672715953945	151.30202173723106		
2209b03a4ad1517f1ba9b3d1faf035ee24d4550c	-37.866800055718564	144.99727582408804	-37.86680705571857	144.9972848240833
e9a04f510311186111c82ad9c586dbd9f65e898f	-35.04978979588516	142.88284915318673	-35.04981279588516	142.88271415318846
5411f610da8926a7d2dd0a0d44c9484eb5ab7116	-34.284897985333444	142.18511153268068	-34.28489898533345	142.18511553268303
179db59ccf2f301a29c0088cc3096861a43ea61c	-30.499641787025926	151.63974630388932	-30.499668787025925	151.63973730390998
5a5a515d8467642710da25ade2a40fdf7d477d79	-27.954214625463077	152.9899468737016	-27.954202625463076	152.9899568737027
8624bad2fb187e3b9294c5fd4d599fb7f41943d5	-34.19331014511571	142.1422676321796	-34.19331214511571	142.1422676321796
266f64a68b2dfc8d984e2b5cad4bbea8f0c36a26	-34.20114767850538	142.14259272220866	-34.20113967850538	142.1426157222345
4b1202592766480eee84fc900b7a3b4991245da2	-34.29247963019882	142.229229726479	-34.29248963019882	142.22923072651085
ff1d10b0f6bf88938e98a8330635bf8625a2074c	-34.19356234966877	142.14281276535021	-34.52097334966877	142.3150446274374
58350b7becb9efc4e7c311fa4db84a734cfc9a4a	-34.624112377853706	142.7986649094464	-34.197296377853704	142.16955154103937
ac6c78c3ea5adb5319cd0e47c9bb81f7840340d6	-34.544171422355156	142.35898158919085	-34.54416442235515	142.35897658918714
b96352020da325ea43a648b73a7d01c55df635bf	-34.59060970007836	142.77499880118208	-34.19512470007836	142.1546864674376
1a41bf8bd1fd9d69f44f40b6588d6f41d3f338df	-34.19721202007257	142.14945892808478	-34.19721402007257	142.14947292807608
91e8aa273031e0999437870b916f985062acff50	-35.071057942225195	142.32525639937083	-37.84628694222519	144.67249513829765
49ab9d24f0cb53b63388dd57b79689afffb7a0d8	-34.201510350902005	142.12498860374566	-34.201508350902	142.12497860374538
e43c092520c029f259b12528f6bc3db5f55a03e2	-34.67640912207159	142.8453213350606	-34.676431122071584	142.8453513350304
8ab18c8d1785b3a96422d83a40a79c31a156d86e	-34.500503431623436	142.34502596529722	-34.50051043162343	142.34503496529175
00898827a79e0ac170fa0ac952a387a703922c01	-34.6058684304723	142.7698993661254	-34.6159464304723	142.77223637187564
3b84fcb4a6ad53118b7c6b2182131926ddb74d50			-34.180636609034806	142.1453911598428
4896d62e5513a121997dff82c597be875f23ea9e	-37.74145334071553	144.7699949121694	-37.741474340715534	144.76996491202667
ecdd802bd35d540efc0c43c1a85868a02be28613	-34.83417652445623	138.49103958994482	-34.854531524456235	138.5652817130242
ff8125936ce016173d29fa6744ac7e7bfaf57326	-31.97223971764193	141.44604725774252	-31.98894371764193	141.45213622083233
a610f10a45705236d39d5df190a390322b7f7d4e	-33.771620689361384	150.92467372238636	-33.771611689361386	150.9246657223888
30c6710b758c32160b7e9119f97a0d6b2741af2d	-34.19679541378131	142.13742978913498	-34.196787413781315	142.1224997891236
56d3757c53b8c8b50034dca80b8dc5ccf75cacfa			-35.23006055175358	141.40993975391527
cd4a7f205c505f8a7ef5e960ca7a17bb46f03ad9	-34.20474076855834	142.16154093899857	-34.20473976855834	142.1615259389977
8eaf7de3ec34bb9d8ad97143876424fa2bc7b28a	-34.680331102778446	142.70173931612004	-34.68030410277844	142.70151231619198
739a0e36f395545fa30b74ed161d47c68b44d6bc	-34.21150727043744	142.14532506854113	-34.21150927043744	142.14532306853496
5f0895724c80d721671b5770efb878df8aada9d0	-37.88171723831893	144.99653436723742	-37.93636823831893	145.0055814485051
47f81bf49103615c0e03213ff9d10f01655baddc	-34.08869017889392	142.01973960440347	-34.087898178893916	142.02158460240526
4772d658fed5ba697e95d505c49ed48b8ee5d6a6	-34.203189699560795	142.13238456952075	-34.29984769956079	142.201020180542
3a70b93285a6f931be70260b942889539afb037a	-34.2114260809349	142.14993986907402	-34.2114310809349	142.14994886907218
b52b8ad08d4de1710c19e145002a08b013364b18	-34.256671947303424	142.1968991547165	-34.256671947303424	142.1968931547165
dc4087050e275f0d8a079134da9233de724ee5a5	-34.20118445674978	142.2034061075944	-34.201135456749775	142.2035761073328
226f565e878e47bc62de58652bdf8c8d926bbdb1	-34.51048510270153	142.35077509823398	-34.54502810270153	142.3245050630108
4ac5a05feb8456924abc072ef734b99e08be6314	-34.18914637393691	142.1532050320901	-34.189141373936906	142.15321903206464
1df05c381f55a725d1f2b8921498b6f183bfc7d0	-34.214075494005854	142.2077226674578	-34.214092494005854	142.20771966753338
0db48cb3d4b34cecdd1851c0591ff976af7b2bf6	-34.184831386029636	142.14840390858572	-34.18485038602964	142.14843490864538
c702cd911b66f8686e0429e54e4eab6cc5236eb5	-34.6314704919017	142.80358172556032	-34.6314854919017	142.80357672546933
5d53ceb39495de2d42d250025589b1585c4efd96	-34.29576668422549	142.08495304932129	-34.29575168422549	142.08495504922539
d67cb4c1a1e277da887eb2546df2ea42ad619a95	-34.01692819639482	141.88603973954525	-34.21506919639482	142.14625190935996
773c79169cb4398db32b6eee9a1f83b9744a2cb4	-34.177918724744224	142.15085348663825	-34.17791472474422	142.15085348662464
9c2fe77e1786997008cf9803e7bb1e6fa685bbc4	-34.30113839834441	142.20156914845018	-34.301134398344416	142.20156514843728
e1ccc943de7549ecc13a78582b2b48e2ddaa9037	-34.92288666555342	138.59893997977247	-34.88247666555342	138.6367208080927
96d6191257f1112a0e1973eb8ff9131b74540e10	-34.19823931889118	142.086081725102	-34.19821731889118	142.0860697251031
88c74a1bc0c4c277680a1ec2d542575ef813a3c3	-34.636491206121065	143.56741912541642	-34.57856620612107	143.58264721598832
320df80e15672c62b553e0203c8d17f34f8475c8	-38.69774650181087	146.08808398709303	-38.69772150181087	146.08809998703572
40ac37797fdc65ec9378fb22ee73593a3b81ab5c	-34.296056475330595	146.07622037975648	-34.295943475330596	146.0759483792892
f7be7c12cd6c100be34ce3dcdae61ec215a1d0ea	-37.858031617422334	144.77000019951848	-37.85803061742234	144.77000219952458
c7118fd37e5785bc2fde9f64e4b924049f4f8dff	-34.224197425204196	142.1646595452726	-34.22420542520419	142.16467354532026
492211c88e6cc7a55bfbe4ca7589d5219f7513df	-34.89444920949465	138.49421873991247	-34.89443620949465	138.4941937399628
13f80e0526f91cf87f8c60ff3182f988bdb96223	-38.193790223975	145.18065494659783	-38.193773223975	145.18064794662632
17b4180d7098af6a01f9d3a026fbcc1c1596c2c9	-34.10830842138812	142.0582716640009	-34.192664421388116	142.15228642485775
90ac731c4a844d5cd59edc97c567b3242bfe611d	-31.942421886434484	141.4570047918604	-31.942420886434483	141.4569447918611
af9309d6c289a062d72245ba2f057d690d078627	-37.57541875268496	144.11322563584852	-37.57543575268496	144.11317163578363
8177b6f050a821ff4178506b8b45998f4e9977b4	-34.23200167202345	142.16898246895906	-34.23197667202345	142.16896146898296
39a8b6e17e9ca62b04aa7a43cf873379be38abac	-36.31176828339801	140.7711950035044		
caf68cd36ee7a414e5b57fce286d6bf096c2b670			-37.823908253643886	144.96397429991862
9d2892a545da6309f0d5e781ec3286cded8169e1	-38.03694351375895	145.59760653798457	-38.03694351375895	145.5976115379846
af35e2b96926a5107c7bc74b704f4d90f8a11ca2	-31.947484213840305	141.4439651166598	-31.983013213840305	141.47180212831572
22882da4d232c0fd3a01c7a277c389e68917ba09	-34.23295048764971	142.19298697860324	-34.2329614876497	142.19298197861852
983d25ca05cdf5c9de70b635ffbd029a8bac67f7	-34.357547480728975	142.3923313581027	-34.19632648072898	142.1663054110647
0b093b61eb1dc3f1aae80536d4e807f6d40ba50d	-34.20269780286981	142.1647484217201	-34.30381080286981	142.18570785029627
55120f1c1219eed9313431c2737915894167463c			-34.185618213947464	142.1511967301761
12b74ec9701ce7ff9c1ab25247456968a543dba2	-34.205372044115286	142.14229089201348	-34.205398044115285	142.14227789200606
85435b659f54d1b00ec1088c4211092495ee8895	-35.06867591366641	142.32499816680354	-35.06867991366641	142.32453316678897
ef372db63208fc66e09a47a44e41801db121bdde	-34.20460018766685	142.13330686937192	-34.20223618766685	142.13237186875864
4f88afba341f68efa0deef69af314911b33fcd50	-37.81588711916669	144.96743686769923	-37.75450211916669	145.0078314925338
18f20f2c2aba40bb95fcdd1f2ea32878b1971414	-35.13410799894023	139.26134580733992	-35.13385999894023	139.26124780747452
b44c591a5658438510c2da80b748d5558846e169	-16.930224602823195	145.72606462358522	-16.930246602823196	145.72608362360063
efad613eea3087e2f704e63cac19f83d0b8ea6c1	-34.414890828533096	141.89585050981265	-34.216696828533095	142.13531541655703
73bdce650ce872a3666684ee7afb90174df626b0	-34.202643927918885	142.1699915475841	-34.20264592791889	142.1699885475804
65f816ba38513b7d0ef3cfa75562469aa59b91e1	-37.20332059410063	141.42888706824613	-37.203322594100634	141.42890306824125
757a0566f93f991bf3d55b926c6ed8fe0aa4eb51	-34.20425038237973	142.1612644447763	-34.204263382379736	142.1612384447933
92783fb05ecd1d0937e92d8f0b051a2203eb76fc	-31.978595769713273	141.46761714597693	-31.978578769713273	141.4676261459565
f82974fb449c9ca4f0fe959b6676353e78c5485a			-34.24059016065303	142.19446954975976
31c1f2898bef6cab1ad1c1d29bda505622c8e892	-34.19431665773004	142.14379770617157	-34.19466865773004	142.14384570524786
11593721e29b6ac187bea7151793344d6abb6c8d	-38.09705797578719	144.32361411282324	-38.09707797578719	144.32363011269518
b4981274aec0c435826cfd8428cb6515860daff3	15.05761928454342	120.07067498618719	15.05761728454342	120.07067498618677
33125248dbdf81c4316508d8d1164618682ac5b0	-35.1780601678557	149.1182473565998	-35.2303511678557	149.15033640578204
1eac6c1668056dec66de0f1d2a2d676830b7adb5	-37.856301130531804	145.14730554247245	-37.85630013053181	145.1473285424691
016a07dedc7f3a505c21878fe62927f3db4bdbd7	-34.21430348439565	142.20708805697328	-34.214298484395655	142.2070830569901
8992ebd32494566b9244b28bfd2aa2a9f301fd62	-34.21030331653891	142.14846761045513	-34.210288316538914	142.14844561043847
3b1dcd4c576c2fcf6d9dfe174325e5e522d1d6fe	-37.55076252669864	144.63097496980737	-37.550766526698645	144.63096796980557
806b96cd1bc8e84bf5d8cde0dfad5d9cd113cd44	-34.20889643849035	142.12571301477405	-34.209153438490354	142.12575201402092
bc33fcb7ad80b669ded7df1da3a13406458912b1			-34.23745674993366	142.05738703775424
1f25138e43e680cd9d40a6cbf74975b961fa9d98	-34.24546040444471	142.09069592152343	-34.24547940444471	142.09070692153696
6b7459f63f4002b1274999811862d8c5ed992e71	-36.724368684427496	142.21298987542357	-36.7243676844275	142.21298787542707
92d5e0093d6a503e5147e5246f5b3e956dff2e89	-44.677382020711455	171.07080974139842	-44.66540902071145	171.075693709021
c78478b99f0487977696b2c2ee3a8b0d619eed02	-34.65164903999864	142.7141857545084	-34.65163103999864	142.7141907546014
b663602a54ddd9ee7e73024b52284ac41d1e78d9	-37.288408201594635	145.03764381002105	-37.28840720159463	145.03764581002093
01d775765d71aa29cf66d877c465c370c38548f8	-31.946815921590442	141.45628666183012	-31.946789921590444	141.4563086618619
267891bd56582afbd144699bb20f18de262541bf	-34.199352114212445	142.1683037698871	-34.199346114212446	142.1682827698893
dd456c0ab2f65664adc5d68759824f53ac86b49c	-34.16862377102495	142.07288606882784	-34.16866177102495	142.07287206883734
e1bade51060a2373d7a512f4a2e0cfbcd5542118	-34.205286095017556	142.16230860510188	-34.20527609501756	142.1623226051023
b992acfbdda2822140f741c0ba50d2731e76aad0	-34.16957464298446	142.14949724222518		
8c17bf0d2e0561a4fbcb56b822319cd1f35713d4	-37.815247953926246	144.93795796141774	-37.81524895392625	144.93795596141726
ee8f491b396d24604574ae8e261a0581ef251ac7	-34.236305880163684	142.17015257408772	-34.23631188016368	142.17015557408467
f08c153f868c53da728190a8e1aa123d9996b36b	-34.59975400443996	142.7626197637245	-34.59974800443996	142.76261076372654
5eb79109793077183668fffa09703e34389770e5	-34.58562566568672	142.77601802115447	-34.58563666568672	142.77601102115923
c70742126473fb2832f284450adda3a78548e58f	-34.229582362361526	142.1800361541958	-34.18875236236153	142.16510699961566
041ad4dd9a0bc2ee65a77fbb42537606e5e41840	-16.792045139544765	145.7016838270809	-16.792046139544766	145.70168382708
23de8d833864e1caba70213d4bd1297b5980678f	-34.249743707896116	142.20326527256077	-34.249749707896115	142.20324027253167
faf17f753489cf7690fefdda803810570c6c87ac	-34.19798386759419	142.03553202900167	-34.19795586759419	142.03552102900366
2aac74aefd8ee49b6a3f413219d97df5af19cbef	-34.19834663509235	142.150308452154	-34.19835463509235	142.150326452185
4a2c78177bedc19ba09d31637666d4f537031b02	-34.6422014772595	143.56739758014314	-34.6422184772595	143.5674415800629
0598392e85897d2e016f4d740ded3e00ea89fee6	-34.23084870104125	142.1682631248116	-34.210100701041256	142.14319805238165
64d944717055e5b1202b7156c927ce84472ee965	-37.86198012913638	145.31393953546572	-34.21458112913638	142.16683068856725
2c9f58f376e05fd20e280bfe2e3dde5b83b93153	-34.20079600196771	142.13580288234547	-34.20082900196771	142.135775882318
88cd540be7c18755deece3d55e179da4069078b2	-34.181285207399306	142.14512921065855	-34.181285207399306	142.14513321065857
c0e73ff059631d3ce6a15d32782167988c6caaad	-34.210002402658056	142.15202804434918	-34.20997640265806	142.15203504435348
ada52c4bd0e4b0cae4677ade06cf3326425de1c6	-34.17859410794786	142.20892872748402	-34.18073010794786	142.20765072208468
6bf485a84a330a06651524ca554cff07bb634088	-34.802878932695265	138.7098491251681	-34.80267793269527	138.70983212623096
55e0c1ce0aac2d7092f3c1104f1b73451cdcf839	-34.77485340014283	138.60281091571892	-34.77485140014283	138.60277391572413
04549f34c4935cbd550ce6074cf70c2e5d69cb87	-34.683216668401585	138.65239339755593	-34.68322966840158	138.65238839756054
cbe3d178ab69b98d49b41c8bc67b765e81d1167c	-34.189063443225514	142.1544936022	-34.184979443225515	142.14084361747027
154ef6b6552996db424a17c08feb15987d45f480	-34.07044903002396	140.8190552107582	-34.07048503002395	140.81907521079478
ba360c6487d5ca089cac906055310cb6b7921e14	-34.2155351320504	142.11598667340024	-34.2155341320504	142.11599067339523
a899fb81caef5e07282798087e4869e07a9e8778	-30.493375792044056	151.65656172712372	-30.493385792044055	151.65656472714392
1e675d227d4fec5b484cdcf128595fe41ccd8ad3	-34.21604939209514	142.16394640848577	-34.19390239209514	142.18234843412333
5d02df43e76ffe389e19d3a1d4a3907356cf3ba1	-34.21766714158862	142.13424757013024	-34.21764314158862	142.1342565701298
09e0aa46c55bcfac5e2042fab05c720181de85e8	-33.77467904461714	151.07742825975626	-33.824031044617136	151.18745839602644
d026a530b21af5c6ae586a963f2b76957aa08631	-38.00000683134782	145.2079243950538	-37.99996983134782	145.2079093950778
bb41322fe9a427cd651d16cade6ce6891a92ec6c	-34.958425547524534	138.57108043976038		
f16f228c641fedcddeac5d77bb6e13350665dd1c	-34.172180344370325	142.06231606243173		
739519c50e21fa106b842c06ad9e698ade082daf	-35.10080805416611	139.2988595992792	-35.12303705416611	139.2573826035351
