Polygon ID	Hashed Device ID	Generator Evening Lat	Generator Evening Long	Generator Daytime Lat	Generator Daytime Long
Stirling Hotel SA	1055251e7cfdb6976dd255ebb32734f2d2e9c0c9				
Stirling Hotel SA	4d48a9c99fdc80b3f9e909d67d6662f06a1d64c4	-34.979246325757572	138.57865875757577	-35.068534493506498	138.86002393506493
Stirling Hotel SA	e3e11a1d3024378a46c21606dee644c0bb72c626	-34.905283778656127	138.60984222924901	-34.896897513227515	138.54627687830688
Stirling Hotel SA	5590926c2cfd6f710503cf9b8578c5866f2b6ae1	-34.605025349282293	138.75554106220096	-34.604494627737225	138.75464545255474
Stirling Hotel SA	3fccb0d493bf868bd3ca082b8ea042a5a12e8ca4	-35.015545128205126	138.76789507692308	-34.92287121333333	138.61955907333333
Stirling Hotel SA	a296c78577f175adf7f740f2c908d686d2b204f0			-34.936398699999998	138.62463199999999
Stirling Hotel SA	bfa3443813790eed1974fb31f0ac52b9ddfcd442	-35.024301853383456	138.6652672518797	-35.024270431578948	138.66527440000002
Stirling Hotel SA	fb076a86763849af3118a6b6d702d6de7e61a156	-34.989482714285714	138.72669977922078	-34.976636314285713	138.62835240000001
Stirling Hotel SA	774d9bc98993925bdd8f977b7dda1850296b6278	-34.996550444444445	138.61915497777778	-34.996763621951217	138.61957407317072
Stirling Hotel SA	dbf4dbbdfec42380452ff21deb6267acee0be1ae	-35.008937634920635	138.72601252380952	-34.941193227272727	138.64163868181819
Stirling Hotel SA	bcd7c8b617c9da7da0cd2940c3f6b8a783453084	-34.825480812834222	138.71549749197862	-34.825221820143888	138.71577972661871
Stirling Hotel SA	b37ff39193c6a5f762f686860e29cfe736927cd3	-35.033026999999997	138.76187780327868	-34.927438061224493	138.6019328367347
Stirling Hotel SA	b43cee825dec1a507aeb48080350e2e655a20a67	-35.023850199999998	138.80329549999999	-35.024101894736845	138.80340052631578
Stirling Hotel SA	33b493ed8fe12d28d4730dfd77c48bd42f20addf	-34.881105941605838	138.60399081386862	-34.881105934579438	138.60416612616822
Stirling Hotel SA	191cbfd4fe47a20438eed51ff30396d33403d539	-34.900531634042551	138.67602069787233	-34.900300635714288	138.67594758571428
Stirling Hotel SA	cebe39b9e363474f6b31cb93b23ab5b6ce05ee57	-34.753008453124998	138.624053078125	-34.756713318181816	138.59890877272727
Stirling Hotel SA	707104157cdd78e3dd1c85acbfd0f9de2813d100	-35.359877500000003	138.49687500000002	-35.363247545454549	138.45921000000001
Stirling Hotel SA	e0e7641b047e57bf367d040c8444983bcbef95e0	-35.105399200000001	138.79918323333334	-34.997785784313727	138.70522621568628
Stirling Hotel SA	b33c2c2afcfd2e98f2c4350aecc796f022968bdc	-35.026881678571428	138.63275919047618	-35.004803166666669	138.57410388888889
Stirling Hotel SA	3cc5e69188c1d1b20c93c006fe5e03b63396f553	-34.751496640845069	138.6107929366197	-34.751489345864663	138.61079384210527
Stirling Hotel SA	cc8c7b07b1ad7f908af01567b6282fe2c075c7eb	-35.012808168831171	138.63013755844156	-35.001018166666668	138.61927156481482
Stirling Hotel SA	6c7b61e6b72b6d3543d97bcd0c59b86212242be0	-34.843970951219511	138.67377731707316	-34.700641193548385	138.66865077419354
Stirling Hotel SA	ac8d5765d3bee2b8a1a4247d827771fc8dfa8280	-35.014939974999997	138.68995415000001	-35.014967041666665	138.68985266666667
Stirling Hotel SA	9689e0483fa5408e8898bde2cd59abc6251a41e8	-34.978081290322578	138.61419515483871	-34.977972268817204	138.61519830107528
Stirling Hotel SA	d8ac6f7f3e49de7c53821ccce28ca8a815c78968	-35.210492394444444	138.53363149629629	-35.204588072115385	138.56804197115386
Stirling Hotel SA	44628498f35cab03fed8e78ec252df990c10c42d	-34.917683572769953	138.67287994366197	-34.917265982905981	138.67302881196582
Stirling Hotel SA	a882433c5a550d5dd4921d16ce8e7f4674133e7d	-35.033503764705884	138.69042448366014	-35.024945199999998	138.60782399999999
Stirling Hotel SA	3fa0910f474d7cdd15f6c7eac11820e5caac251d	-34.878275712643678	138.62480758620688	-34.878608568181818	138.625033
Stirling Hotel SA	d49e2ba64405124c851f0930c50e660fd20314cf	-34.917679750000005	138.67908750000001	-35.025344999999994	138.571145
Stirling Hotel SA	5dcc390109954f41e08da71a2e464d328f75ffb9	-34.949289021621624	138.8818258864865	-34.945636517241375	138.56218128275862
Stirling Hotel SA	b279729c44a3771572eca02ca997fc79d6904f9d	-35.003742158730162	138.71062611111111	-35.004182833333331	138.7105573888889
Stirling Hotel SA	7dc5096407579a1852285fbbe3c1dc51ba7bec90	-34.974328219178084	138.63711546575342	-34.973349340425528	138.62894457446808
Stirling Hotel SA	19a5ba2d5dc8a56cf88dcaadcd85e99bbe395a4e	-35.13617473381295	139.29700116546763	-35.136023504504507	139.29674456756757
Stirling Hotel SA	59c20a957a0b17a3b698d49812e348f8b255081d	-34.927521924324324	138.65818845945947	-34.927530376237627	138.65822545544555
Stirling Hotel SA	e54716d96ffecd1ad3f622666a26dcf429e4df3a	-34.962424516129033	138.64143125268816	-34.921585815068497	138.62444952739727
Stirling Hotel SA	a0a50af94566025b0f235f20a1b555667ba08580	-34.990189672774868	138.83068026701571	-34.990424463601535	138.82991922988506
Stirling Hotel SA	c3042dc1195628a26fd74352edca81b8a3bc09d8	-34.960317157894735	138.63215189473684	-34.96110423076923	138.63192212307692
Stirling Hotel SA	523c660143e5eb1a2a41444b1368b6660bf8b3da	-34.917399809523808	138.49993278095238	-34.917492987012984	138.4999475064935
Stirling Hotel SA	394d340e100322b7149b1d98f760b067eebcb0b2	-34.972702228855724	138.53147106965176	-34.972337217741938	138.53176732258063
Stirling Hotel SA	7c73a13113f650644dec0d102690f9e735315372	-34.993102701075266	138.82725443870967	-35.004675056250001	138.715618275
Stirling Hotel SA	a4d9cd6b6face8434aa44ef171bc4c09fe97c63a	-34.916654993265993	138.9015453838384	-34.916645898648646	138.90157850675675
Stirling Hotel SA	dd7d53198243e2d79f9949bceb5f5acff57d5b6c	-35.001371532751087	138.73976589519651	-34.926107626666671	138.59839862666666
Stirling Hotel SA	01e359de0a99cf7d2faf1cd3384e734e1ef14dd6	-34.985352335937499	138.617726828125	-34.985266590000002	138.61724285
Stirling Hotel SA	4a80b5308e40fac166bd295d027f87d250a0b629	-34.869691435897437	138.64290243589744	-34.927424666666667	138.60184073333332
