Hashed Device Id	Common Evening Lat	Common Evening Long	Common Daytime Lat	Common Daytime Long
c76e4c50b75ca9e10e0cd1920e79fba372a6abba	-34.88331019546075	138.5277863431446	-34.94238019546075	138.58379329948283
5dcbb8343b7dbaafbe7f1b5fa767faa28e85126b	-34.874431283559545	138.51612816008068	-34.874440283559544	138.516156160054
ea569f9c95782b2eef317665ac17e5bbd16e0d11	-34.87579465555042	138.50655211597942	-34.87577865555043	138.50659111602747
5b9095d7ddbcf8501e0a2bc262ec00a7ef6c6d35	-34.85975586772224	138.51863440393993	-34.85975086772224	138.51862140391236
4c9e8bea1aedd8332aae054b1aa34c99e6286ed4	-35.04068643895029	138.56440858609028	-34.95756443895029	138.54089933776993
1a883b2b23ef5a367d8ccd4ecda23f35b0115f8e	-34.848689046436235	138.5326090709997	-34.848700046436235	138.53259807106642
006778735995489d875cc257e3358c944bf99739	-34.856074782676565	138.48560087366297	-34.856094782676564	138.48561187362841
6268a2bbb12101929e3d711d672075caa0f4dc21	-34.86881938723295	138.5310347346358	-34.86883438723295	138.53102373463028
39e643fbd2a6da34adb3281dc2452e6b3592bb48	-34.93493393482356	138.56330293917338	-34.93492893482356	138.56329693917542
7eac9319b91271443912bb1e6fde15bd352aa3f1	-34.86948283995714	138.49345830159902	-34.86948983995714	138.49347030159086
b2089759fdf3dce613e8d6916878a3157a103bd9	-34.89613598094315	138.63464023495803	-34.905736980943146	138.53285023475166
799bbd851f3bcc6aedc8e107dfe4e6ec56305781	-35.11217109955901	138.53216994212292	-35.11220909955902	138.53203494221245
bcd7c8b617c9da7da0cd2940c3f6b8a783453084	-34.82544059427868	138.71544688712336	-34.82542159427868	138.7154628871465
a021b7a90d987fbbedd771089bcd06b809ce204e	-34.80515008894204	138.4921135142483	-34.80515608894205	138.49211051428213
1846b7093c71829ef563dc8c6c346bcae7273f58	-34.952707563509954	138.61607706090618	-34.952701563509954	138.61604806092862
32519810c4e0b2fadd6ec67179674f075238db4e	-35.00588883916101	138.69966841501156	-35.00591083916101	138.6996844149904
b5d074f064e2c72e960ea93f3df91616fdce307b	-34.878309081653846	138.52104792426846	-34.84563908165384	138.55050000372484
cf3ffc036ea345511492ab022de7e0ffa001ff31	-34.90580416238742	138.5799160774902	-34.92693316238742	138.5990491843505
71b514ba2a517fdd9ec9bd0bca8b001b324135eb	-34.896609041872836	138.51830808261417	-34.89660804187284	138.51830408261677
316b0e33a1b82adac7aa796d31e8e731a6717169	-34.87252502411674	138.70411054872005	-34.87251902411674	138.70411254870274
8e2cc1e8070b46ae578498829a74d6cd52bd8e60	-35.01179416976574	138.61310504613235	-35.01179116976574	138.61316804612093
c65dc5893739762099be40bfdb17d0fe2c8e51b8	-34.95354255023582	138.56198899821726	-34.95353855023582	138.5620069982176
f4f7b6eb9ba14faa111e4f42b28c8eb164978d46	-34.86500611979184	138.5090716439894	-34.864983119791845	138.50915364393802
e93724c5a09a221f1da82118d20800aada2e4054	-34.87476353665001	138.509684051288	-34.87475953665001	138.5096780512947
c29b24134b9e0a712e5d45785fa4b911c9aa0d03	-34.67128530811763	138.55180136291762	-34.78100930811763	138.60801977779775
17ec1a8996fbcd952edb8fb9bc2214342c9be733	-34.90651645451904	138.54459528885621	-34.90651145451904	138.54459128887459
