category_id	category_name	subsector	sector	study_visitors	control_visitors	visit_rate_study	visit_rate_control	visit_rate_study_sigma	visit_rate_control_sigma	visit_rate_ratio	visit_rate_ratio_sigma	num_visits_study	num_visits_control	num_visits_study_sigma	num_visits_control_sigma	num_visits_ratio	num_visits_ratio_sigma	visit_duration_study	visit_duration_control	visit_duration_study_sigma	visit_duration_control_sigma	visit_duration_ratio	visit_duration_ratio_sigma	affinity_ratio	affinity_ratio_sigma	visit_share_study	visit_share_control	visit_share_study_sigma	visit_share_control_sigma	visit_share_ratio	visit_share_ratio_sigma
9788	Bow Tie Cinemas	Motion Picture Theaters	Entertainment	0	8240	0.0000%	0.0469%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.502	0.000	0.000	-100.00%	0.00%	0.0	17.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0035	0.0000	0.0000	-100.00%	0.00%
9789	Boyers Food Markets	Grocery	Grocery Stores	0	2630	0.0000%	0.0150%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.030	0.000	0.000	-100.00%	0.00%	0.0	16.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0015	0.0000	0.0000	-100.00%	0.00%
9790	Brake Check	Auto Services	Auto and Gasoline Service Stations	0	7508	0.0000%	0.0427%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.269	0.000	0.000	-100.00%	0.00%	0.0	15.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0027	0.0000	0.0000	-100.00%	0.00%
9791	Brake Masters	Auto Services	Auto and Gasoline Service Stations	0	5745	0.0000%	0.0327%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.344	0.000	0.000	-100.00%	0.00%	0.0	17.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0022	0.0000	0.0000	-100.00%	0.00%
9792	Brakes Plus	Auto Services	Auto and Gasoline Service Stations	0	9777	0.0000%	0.0556%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.388	0.000	0.000	-100.00%	0.00%	0.0	17.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0038	0.0000	0.0000	-100.00%	0.00%
9793	BrandsMart	Electronics	Retail	0	8156	0.0000%	0.0464%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.408	0.000	0.000	-100.00%	0.00%	0.0	17.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0032	0.0000	0.0000	-100.00%	0.00%
9795	Braums Ice Cream and Dairy Stores	Bakery/Dessert	Eating Places	0	116994	0.0000%	0.6655%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.581	0.000	0.000	-100.00%	0.00%	0.0	15.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0521	0.0000	0.0000	-100.00%	0.00%
9796	Bravo Supermarkets	Ethnic Grocer	Grocery Stores	0	18761	0.0000%	0.1067%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.757	0.000	0.000	-100.00%	0.00%	0.0	16.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0093	0.0000	0.0000	-100.00%	0.00%
9797	Bravo! Cucina Italiana	Casual Dining	Eating Places	0	6651	0.0000%	0.0378%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.278	0.000	0.000	-100.00%	0.00%	0.0	16.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0024	0.0000	0.0000	-100.00%	0.00%
9798	Brewers Association	Amusement	Entertainment	0	512842	0.0000%	2.9173%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.683	0.000	0.000	-100.00%	0.00%	0.0	18.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.2432	0.0000	0.0000	-100.00%	0.00%
9799	Brick House Tavern	Casual Dining	Eating Places	0	11858	0.0000%	0.0675%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.317	0.000	0.000	-100.00%	0.00%	0.0	19.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0044	0.0000	0.0000	-100.00%	0.00%
9800	Bridgestone Tire	Auto Services	Auto and Gasoline Service Stations	0	398626	0.0000%	2.2676%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.552	0.000	0.000	-100.00%	0.00%	0.0	17.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.1742	0.0000	0.0000	-100.00%	0.00%
9801	Bristol Farms	Grocery	Grocery Stores	0	2716	0.0000%	0.0155%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.906	0.000	0.000	-100.00%	0.00%	0.0	16.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0015	0.0000	0.0000	-100.00%	0.00%
9802	British Petroleum	Gas Stations	Auto and Gasoline Service Stations	1	1367822	33.3333%	7.7810%	50.0000%	0.0000%	+328.40%	642.59%	11.000	1.934	5.500	0.000	+468.81%	284.41%	17.7	15.3	8.9	0.0	+15.95%	57.97%	+393.64%	427.50%	5.9783	0.7452	3.6424	0.0000	+702.23%	488.78%
9803	Brookshire Brothers	Grocery	Grocery Stores	0	20610	0.0000%	0.1172%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.884	0.000	0.000	-100.00%	0.00%	0.0	16.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0109	0.0000	0.0000	-100.00%	0.00%
9804	Brookshires Grocery Company	Grocery	Grocery Stores	0	39301	0.0000%	0.2236%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.975	0.000	0.000	-100.00%	0.00%	0.0	15.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0219	0.0000	0.0000	-100.00%	0.00%
9805	Browns Chicken	QSR	Eating Places	0	1400	0.0000%	0.0080%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.313	0.000	0.000	-100.00%	0.00%	0.0	14.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0005	0.0000	0.0000	-100.00%	0.00%
9806	Browns Shoe Fit Co.	Footwear	Apparel	0	2076	0.0000%	0.0118%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.506	0.000	0.000	-100.00%	0.00%	0.0	19.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0009	0.0000	0.0000	-100.00%	0.00%
9807	Brunswick Zone	Bowling	Entertainment	0	10115	0.0000%	0.0575%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.892	0.000	0.000	-100.00%	0.00%	0.0	22.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0054	0.0000	0.0000	-100.00%	0.00%
9808	Bruster's Ice Cream	Bakery/Dessert	Eating Places	0	15414	0.0000%	0.0877%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.258	0.000	0.000	-100.00%	0.00%	0.0	14.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0055	0.0000	0.0000	-100.00%	0.00%
9809	Bubbas 33	Casual Dining	Eating Places	0	18547	0.0000%	0.1055%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.406	0.000	0.000	-100.00%	0.00%	0.0	19.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0073	0.0000	0.0000	-100.00%	0.00%
9810	Buc-ee's	Convenience	Auto and Gasoline Service Stations	0	101500	0.0000%	0.5774%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.610	0.000	0.000	-100.00%	0.00%	0.0	15.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0460	0.0000	0.0000	-100.00%	0.00%
9811	Buckle	Clothing	Apparel	0	31951	0.0000%	0.1818%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.333	0.000	0.000	-100.00%	0.00%	0.0	15.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0120	0.0000	0.0000	-100.00%	0.00%
9812	Buddy's Home Furnishings	Furnishings Rental	Retail	0	12718	0.0000%	0.0723%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.404	0.000	0.000	-100.00%	0.00%	0.0	16.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0050	0.0000	0.0000	-100.00%	0.00%
9813	Budget Brake & Muffler	Auto Services	Auto and Gasoline Service Stations	0	32	0.0000%	0.0002%	0.0000%	0.0000%	-100.00%	0.00%	0.000	6.469	0.000	0.000	-100.00%	0.00%	0.0	47.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0001	0.0000	0.0000	-100.00%	0.00%
9814	Budget Host	Economy	Hotels	0	17419	0.0000%	0.0991%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.658	0.000	0.000	-100.00%	0.00%	0.0	29.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0081	0.0000	0.0000	-100.00%	0.00%
9815	Buehler Food Markets	Grocery	Grocery Stores	0	5430	0.0000%	0.0309%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.990	0.000	0.000	-100.00%	0.00%	0.0	16.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0030	0.0000	0.0000	-100.00%	0.00%
9816	Buffalo Wild Wings	Casual Dining	Eating Places	0	580497	0.0000%	3.3022%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.539	0.000	0.000	-100.00%	0.00%	0.0	20.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.2517	0.0000	0.0000	-100.00%	0.00%
9817	Buffalo Wings & Rings	Casual Dining	Eating Places	0	20603	0.0000%	0.1172%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.472	0.000	0.000	-100.00%	0.00%	0.0	18.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0085	0.0000	0.0000	-100.00%	0.00%
9818	Buffalos Cafe	Casual Dining	Eating Places	0	3255	0.0000%	0.0185%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.526	0.000	0.000	-100.00%	0.00%	0.0	17.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0014	0.0000	0.0000	-100.00%	0.00%
9819	Bugatti	Luxury	Automotive Dealers	0	1412	0.0000%	0.0080%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.804	0.000	0.000	-100.00%	0.00%	0.0	17.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0007	0.0000	0.0000	-100.00%	0.00%
9820	Buick	Luxury	Automotive Dealers	0	370090	0.0000%	2.1053%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.628	0.000	0.000	-100.00%	0.00%	0.0	16.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.1698	0.0000	0.0000	-100.00%	0.00%
9821	Build A Bear	Childrens	Retail	0	25650	0.0000%	0.1459%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.356	0.000	0.000	-100.00%	0.00%	0.0	15.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0098	0.0000	0.0000	-100.00%	0.00%
9822	Bulk Barn	Grocery	Grocery Stores	0	396	0.0000%	0.0023%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.538	0.000	0.000	-100.00%	0.00%	0.0	14.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0002	0.0000	0.0000	-100.00%	0.00%
9823	Bumper to Bumper	Auto Services	Auto and Gasoline Service Stations	0	5175	0.0000%	0.0294%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.637	0.000	0.000	-100.00%	0.00%	0.0	18.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0024	0.0000	0.0000	-100.00%	0.00%
9824	Burger King	QSR	Eating Places	1	1814501	33.3333%	10.3219%	50.0000%	0.0000%	+222.94%	484.41%	2.000	1.632	1.000	0.000	+22.58%	61.29%	15.1	16.3	7.5	0.0	-7.35%	46.32%	+98.96%	172.31%	1.0870	0.8340	0.6623	0.0000	+30.33%	79.40%
9825	Burger Street	Fast Casual	Eating Places	0	3254	0.0000%	0.0185%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.288	0.000	0.000	-100.00%	0.00%	0.0	14.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0012	0.0000	0.0000	-100.00%	0.00%
9826	BurgerFi	Fast Casual	Eating Places	0	9628	0.0000%	0.0548%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.352	0.000	0.000	-100.00%	0.00%	0.0	15.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0037	0.0000	0.0000	-100.00%	0.00%
9827	Burgerville	QSR	Eating Places	0	9959	0.0000%	0.0567%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.585	0.000	0.000	-100.00%	0.00%	0.0	16.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0044	0.0000	0.0000	-100.00%	0.00%
9828	Burkes Outlet	Department Stores	Apparel	0	13920	0.0000%	0.0792%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.320	0.000	0.000	-100.00%	0.00%	0.0	15.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0052	0.0000	0.0000	-100.00%	0.00%
9829	Burlington Coat Factory	Department Stores	Apparel	0	245326	0.0000%	1.3956%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.479	0.000	0.000	-100.00%	0.00%	0.0	17.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.1022	0.0000	0.0000	-100.00%	0.00%
9831	Buschs Family Supermarket	Grocery	Grocery Stores	0	3383	0.0000%	0.0192%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.047	0.000	0.000	-100.00%	0.00%	0.0	15.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0020	0.0000	0.0000	-100.00%	0.00%
9832	Butera Finer Foods	Grocery	Grocery Stores	0	3571	0.0000%	0.0203%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.714	0.000	0.000	-100.00%	0.00%	0.0	15.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0017	0.0000	0.0000	-100.00%	0.00%
9833	Buy Buy Baby	Childrens	Retail	0	15886	0.0000%	0.0904%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.416	0.000	0.000	-100.00%	0.00%	0.0	16.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0063	0.0000	0.0000	-100.00%	0.00%
9834	Buy Low Market	Grocery	Grocery Stores	0	1800	0.0000%	0.0102%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.644	0.000	0.000	-100.00%	0.00%	0.0	16.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0008	0.0000	0.0000	-100.00%	0.00%
9835	C Town Supermarkets	Grocery	Grocery Stores	0	19723	0.0000%	0.1122%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.907	0.000	0.000	-100.00%	0.00%	0.0	17.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0106	0.0000	0.0000	-100.00%	0.00%
9836	Cabela's	Sporting Goods	Retail	0	69468	0.0000%	0.3952%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.368	0.000	0.000	-100.00%	0.00%	0.0	17.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0268	0.0000	0.0000	-100.00%	0.00%
9837	Cactus Club	Casual Dining	Eating Places	0	161	0.0000%	0.0009%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.826	0.000	0.000	-100.00%	0.00%	0.0	18.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0001	0.0000	0.0000	-100.00%	0.00%
9838	Cadillac	Luxury	Automotive Dealers	0	205952	0.0000%	1.1716%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.627	0.000	0.000	-100.00%	0.00%	0.0	16.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0944	0.0000	0.0000	-100.00%	0.00%
9839	Cafe Brazil	Casual Dining	Eating Places	0	1993	0.0000%	0.0113%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.386	0.000	0.000	-100.00%	0.00%	0.0	18.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0008	0.0000	0.0000	-100.00%	0.00%
9840	Cafe Rio	Fast Casual	Eating Places	0	10168	0.0000%	0.0578%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.323	0.000	0.000	-100.00%	0.00%	0.0	15.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0038	0.0000	0.0000	-100.00%	0.00%
9841	Cafe Zupas	Fast Casual	Eating Places	0	6744	0.0000%	0.0384%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.262	0.000	0.000	-100.00%	0.00%	0.0	15.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0024	0.0000	0.0000	-100.00%	0.00%
9844	California Family Fitness	Gym and Fitness Facilities	Fitness and Recreation Centers	0	5108	0.0000%	0.0291%	0.0000%	0.0000%	-100.00%	0.00%	0.000	3.465	0.000	0.000	-100.00%	0.00%	0.0	19.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0050	0.0000	0.0000	-100.00%	0.00%
9845	California Pizza Kitchen	Casual Dining	Eating Places	0	33650	0.0000%	0.1914%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.360	0.000	0.000	-100.00%	0.00%	0.0	16.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0129	0.0000	0.0000	-100.00%	0.00%
9846	Calvin Klein	Clothing	Apparel	0	8763	0.0000%	0.0498%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.290	0.000	0.000	-100.00%	0.00%	0.0	14.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0032	0.0000	0.0000	-100.00%	0.00%
9847	Cambria	Upscale	Hotels	0	34452	0.0000%	0.1960%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.703	0.000	0.000	-100.00%	0.00%	0.0	30.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0165	0.0000	0.0000	-100.00%	0.00%
9848	Camp Bow Wow	Pets	Services	0	3781	0.0000%	0.0215%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.702	0.000	0.000	-100.00%	0.00%	0.0	15.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0018	0.0000	0.0000	-100.00%	0.00%
9849	Camping World	Sporting Goods	Retail	0	51566	0.0000%	0.2933%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.428	0.000	0.000	-100.00%	0.00%	0.0	15.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0207	0.0000	0.0000	-100.00%	0.00%
9851	Canada's Best Value Inn	Budget	Hotels	0	69	0.0000%	0.0004%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.986	0.000	0.000	-100.00%	0.00%	0.0	29.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0000	0.0000	0.0000	-100.00%	0.00%
9852	Canadian Tire	Auto Services	Auto and Gasoline Service Stations	0	3056	0.0000%	0.0174%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.899	0.000	0.000	-100.00%	0.00%	0.0	16.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0016	0.0000	0.0000	-100.00%	0.00%
9853	Canadian Tire Gas+	Auto Services	Auto and Gasoline Service Stations	0	770	0.0000%	0.0044%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.801	0.000	0.000	-100.00%	0.00%	0.0	13.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0004	0.0000	0.0000	-100.00%	0.00%
9854	Candlewood Suites	Midscale	Hotels	0	138091	0.0000%	0.7855%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.058	0.000	0.000	-100.00%	0.00%	0.0	28.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0801	0.0000	0.0000	-100.00%	0.00%
9855	Cantina Laredo	Casual Dining	Eating Places	1	6139	33.3333%	0.0349%	50.0000%	0.0000%	+95350.39%	143175.58%	1.000	1.378	0.500	0.000	-27.42%	36.29%	10.0	15.9	5.0	0.0	-36.93%	31.53%	+2532.11%	2279.47%	0.5435	0.0024	2.7778	0.0000	+22708.26%	116575.55%
9856	Capital Bank	Banks and Financial Services	Services	0	27591	0.0000%	0.1570%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.506	0.000	0.000	-100.00%	0.00%	0.0	14.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0117	0.0000	0.0000	-100.00%	0.00%
9857	Capital City Bank Group	Banks and Financial Services	Services	0	3683	0.0000%	0.0210%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.541	0.000	0.000	-100.00%	0.00%	0.0	17.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0016	0.0000	0.0000	-100.00%	0.00%
9858	Capital One	Banks and Financial Services	Services	0	78240	0.0000%	0.4451%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.565	0.000	0.000	-100.00%	0.00%	0.0	16.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0345	0.0000	0.0000	-100.00%	0.00%
9859	Captain D's	Fast Casual	Eating Places	0	118073	0.0000%	0.6717%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.368	0.000	0.000	-100.00%	0.00%	0.0	15.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0455	0.0000	0.0000	-100.00%	0.00%
9860	Car Mart	Used	Automotive Dealers	0	9926	0.0000%	0.0565%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.668	0.000	0.000	-100.00%	0.00%	0.0	16.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0047	0.0000	0.0000	-100.00%	0.00%
9861	Car Toys	Auto Services	Auto and Gasoline Service Stations	0	3924	0.0000%	0.0223%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.336	0.000	0.000	-100.00%	0.00%	0.0	18.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0015	0.0000	0.0000	-100.00%	0.00%
9862	Cardenas Markets	Ethnic Grocer	Grocery Stores	0	18177	0.0000%	0.1034%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.737	0.000	0.000	-100.00%	0.00%	0.0	16.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0089	0.0000	0.0000	-100.00%	0.00%
9863	Carl's Jr.	QSR	Eating Places	0	210699	0.0000%	1.1986%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.502	0.000	0.000	-100.00%	0.00%	0.0	16.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0891	0.0000	0.0000	-100.00%	0.00%
9865	CarMax	Used	Automotive Dealers	0	107643	0.0000%	0.6123%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.582	0.000	0.000	-100.00%	0.00%	0.0	17.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0480	0.0000	0.0000	-100.00%	0.00%
9866	Carnicerias Jimenez	Ethnic Grocer	Grocery Stores	0	961	0.0000%	0.0055%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.636	0.000	0.000	-100.00%	0.00%	0.0	15.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0004	0.0000	0.0000	-100.00%	0.00%
9867	Carolina Ale House	Casual Dining	Eating Places	0	16831	0.0000%	0.0957%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.436	0.000	0.000	-100.00%	0.00%	0.0	19.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0068	0.0000	0.0000	-100.00%	0.00%
9868	Carquest Auto Parts	Auto Services	Auto and Gasoline Service Stations	0	35322	0.0000%	0.2009%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.642	0.000	0.000	-100.00%	0.00%	0.0	16.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0163	0.0000	0.0000	-100.00%	0.00%
9869	Carrabbas Italian Grill	Casual Dining	Eating Places	0	57951	0.0000%	0.3297%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.324	0.000	0.000	-100.00%	0.00%	0.0	16.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0216	0.0000	0.0000	-100.00%	0.00%
9870	Carrows	Casual Dining	Eating Places	0	876	0.0000%	0.0050%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.285	0.000	0.000	-100.00%	0.00%	0.0	15.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0003	0.0000	0.0000	-100.00%	0.00%
9871	Carrs	Grocery	Grocery Stores	0	2857	0.0000%	0.0163%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.147	0.000	0.000	-100.00%	0.00%	0.0	17.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0017	0.0000	0.0000	-100.00%	0.00%
9872	CarrXpert	Auto Services	Auto and Gasoline Service Stations	0	3	0.0000%	0.0000%	0.0000%	0.0000%	-100.00%	0.00%	0.000	3.667	0.000	0.000	-100.00%	0.00%	0.0	16.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0000	0.0000	0.0000	-100.00%	0.00%
9873	CARSTAR Auto Body Repair Experts	Auto Services	Auto and Gasoline Service Stations	0	12185	0.0000%	0.0693%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.654	0.000	0.000	-100.00%	0.00%	0.0	19.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0057	0.0000	0.0000	-100.00%	0.00%
9874	Carter Lumber	Hardware/Home Improvement	Retail	0	6542	0.0000%	0.0372%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.133	0.000	0.000	-100.00%	0.00%	0.0	17.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0039	0.0000	0.0000	-100.00%	0.00%
9875	Carters	Clothing- Childrens	Apparel	0	26811	0.0000%	0.1525%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.319	0.000	0.000	-100.00%	0.00%	0.0	15.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0100	0.0000	0.0000	-100.00%	0.00%
9876	Cartridge World	Office	Retail	0	3155	0.0000%	0.0179%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.419	0.000	0.000	-100.00%	0.00%	0.0	15.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0013	0.0000	0.0000	-100.00%	0.00%
9877	CarX Auto Service	Auto Services	Auto and Gasoline Service Stations	0	10524	0.0000%	0.0599%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.456	0.000	0.000	-100.00%	0.00%	0.0	16.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0043	0.0000	0.0000	-100.00%	0.00%
