category_id	category_name	subsector	sector	study_visitors	control_visitors	visit_rate_study	visit_rate_control	visit_rate_study_sigma	visit_rate_control_sigma	visit_rate_ratio	visit_rate_ratio_sigma	num_visits_study	num_visits_control	num_visits_study_sigma	num_visits_control_sigma	num_visits_ratio	num_visits_ratio_sigma	visit_duration_study	visit_duration_control	visit_duration_study_sigma	visit_duration_control_sigma	visit_duration_ratio	visit_duration_ratio_sigma	affinity_ratio	affinity_ratio_sigma	visit_share_study	visit_share_control	visit_share_study_sigma	visit_share_control_sigma	visit_share_ratio	visit_share_ratio_sigma
9531	10 Fitness			0	1414	0.0000%	0.0080%	0.0000%	0.0000%	-100.00%	0.00%	0.000	3.151	0.000	0.000	-100.00%	0.00%	0.0	17.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0013	0.0000	0.0000	-100.00%	0.00%
9532	168 Market	Ethnic Grocer	Grocery Stores	0	771	0.0000%	0.0044%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.518	0.000	0.000	-100.00%	0.00%	0.0	17.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0003	0.0000	0.0000	-100.00%	0.00%
9533	24 Hour Fitness	Gym and Fitness Facilities	Fitness and Recreation Centers	0	116923	0.0000%	0.6651%	0.0000%	0.0000%	-100.00%	0.00%	0.000	3.210	0.000	0.000	-100.00%	0.00%	0.0	19.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.1057	0.0000	0.0000	-100.00%	0.00%
9534	54th Street Grill	Casual Dining	Eating Places	0	18831	0.0000%	0.1071%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.382	0.000	0.000	-100.00%	0.00%	0.0	18.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0073	0.0000	0.0000	-100.00%	0.00%
9535	76 Gas Station	Gas Stations	Auto and Gasoline Service Stations	0	316415	0.0000%	1.8000%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.742	0.000	0.000	-100.00%	0.00%	0.0	15.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.1553	0.0000	0.0000	-100.00%	0.00%
9536	7-Eleven	Convenience	Auto and Gasoline Service Stations	1	1508909	33.3333%	8.5835%	50.0000%	0.0000%	+288.34%	582.51%	3.000	2.247	1.500	0.000	+33.49%	66.75%	11.8	15.7	5.9	0.0	-25.03%	37.48%	+127.69%	197.18%	1.6304	0.9553	0.9934	0.0000	+70.67%	103.98%
9537	84 Lumber	Hardware/Home Improvement	Retail	0	20346	0.0000%	0.1157%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.814	0.000	0.000	-100.00%	0.00%	0.0	17.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0104	0.0000	0.0000	-100.00%	0.00%
9538	85 Degrees C Bakery Cafe	Bakery/Dessert	Eating Places	0	4738	0.0000%	0.0270%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.322	0.000	0.000	-100.00%	0.00%	0.0	15.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0018	0.0000	0.0000	-100.00%	0.00%
9539	99 Cents Only Store	Discount Stores	Retail	0	88082	0.0000%	0.5011%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.632	0.000	0.000	-100.00%	0.00%	0.0	16.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0405	0.0000	0.0000	-100.00%	0.00%
9540	99 Ranch Market	Ethnic Grocer	Grocery Stores	0	10757	0.0000%	0.0612%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.496	0.000	0.000	-100.00%	0.00%	0.0	16.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0045	0.0000	0.0000	-100.00%	0.00%
9541	A&W	QSR	Eating Places	0	103740	0.0000%	0.5901%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.333	0.000	0.000	-100.00%	0.00%	0.0	15.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0389	0.0000	0.0000	-100.00%	0.00%
9542	A.C. Moore	Home and Housewares	Retail	0	9458	0.0000%	0.0538%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.472	0.000	0.000	-100.00%	0.00%	0.0	15.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0039	0.0000	0.0000	-100.00%	0.00%
9543	A+ Rentals	Furnishings Rental	Retail	0	503	0.0000%	0.0029%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.698	0.000	0.000	-100.00%	0.00%	0.0	18.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0002	0.0000	0.0000	-100.00%	0.00%
9544	A-1 Self Storage	Storage	Services	0	3480	0.0000%	0.0198%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.616	0.000	0.000	-100.00%	0.00%	0.0	16.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0016	0.0000	0.0000	-100.00%	0.00%
9545	AAA	Auto Services	Auto and Gasoline Service Stations	0	54676	0.0000%	0.3110%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.600	0.000	0.000	-100.00%	0.00%	0.0	18.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0246	0.0000	0.0000	-100.00%	0.00%
9546	AAA Approved Auto Repair	Auto Services	Auto and Gasoline Service Stations	0	336597	0.0000%	1.9148%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.672	0.000	0.000	-100.00%	0.00%	0.0	17.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.1585	0.0000	0.0000	-100.00%	0.00%
9547	AAMCO Transmissions	Auto Services	Auto and Gasoline Service Stations	0	23584	0.0000%	0.1342%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.510	0.000	0.000	-100.00%	0.00%	0.0	20.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0100	0.0000	0.0000	-100.00%	0.00%
9548	Aaron's	Furnishings Rental	Retail	0	74367	0.0000%	0.4230%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.503	0.000	0.000	-100.00%	0.00%	0.0	17.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0315	0.0000	0.0000	-100.00%	0.00%
9549	Abby's Legendary Pizza	Casual Dining	Eating Places	0	2560	0.0000%	0.0146%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.398	0.000	0.000	-100.00%	0.00%	0.0	17.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0010	0.0000	0.0000	-100.00%	0.00%
9550	ABC Fine Wine & Spirits	Liquor	Retail	0	20068	0.0000%	0.1142%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.347	0.000	0.000	-100.00%	0.00%	0.0	14.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0076	0.0000	0.0000	-100.00%	0.00%
9551	ABC Warehouse	Electronics	Retail	0	3353	0.0000%	0.0191%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.656	0.000	0.000	-100.00%	0.00%	0.0	19.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0016	0.0000	0.0000	-100.00%	0.00%
9552	Abercrombie & Fitch	Clothing	Apparel	1	35483	33.3333%	0.2018%	50.0000%	0.0000%	+16414.10%	24771.16%	1.000	1.327	0.500	0.000	-24.64%	37.68%	24.1	15.0	12.1	0.0	+60.20%	80.10%	+1015.59%	966.13%	0.5435	0.0133	2.7778	0.0000	+3997.28%	20941.66%
9553	Abercrombie Kids	Clothing- Childrens	Apparel	0	10144	0.0000%	0.0577%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.285	0.000	0.000	-100.00%	0.00%	0.0	15.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0037	0.0000	0.0000	-100.00%	0.00%
9554	ABRA Auto Body and Glass	Auto Services	Auto and Gasoline Service Stations	0	23129	0.0000%	0.1316%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.547	0.000	0.000	-100.00%	0.00%	0.0	16.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0101	0.0000	0.0000	-100.00%	0.00%
9555	Abuelos	Casual Dining	Eating Places	0	12000	0.0000%	0.0683%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.276	0.000	0.000	-100.00%	0.00%	0.0	17.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0043	0.0000	0.0000	-100.00%	0.00%
9556	AC Hotels by Marriott	Upscale	Hotels	0	52723	0.0000%	0.2999%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.669	0.000	0.000	-100.00%	0.00%	0.0	26.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0248	0.0000	0.0000	-100.00%	0.00%
9557	AC Moore Arts and Crafts	Arts and Crafts	Retail	0	9679	0.0000%	0.0551%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.369	0.000	0.000	-100.00%	0.00%	0.0	15.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0037	0.0000	0.0000	-100.00%	0.00%
9558	Academy Sports	Sporting Goods	Retail	0	189156	0.0000%	1.0760%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.343	0.000	0.000	-100.00%	0.00%	0.0	16.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0715	0.0000	0.0000	-100.00%	0.00%
9559	Acapulco Restaurants	Casual Dining	Eating Places	0	841	0.0000%	0.0048%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.287	0.000	0.000	-100.00%	0.00%	0.0	19.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0003	0.0000	0.0000	-100.00%	0.00%
9560	ACE Cash Express	Banks and Financial Services	Services	0	19221	0.0000%	0.1093%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.343	0.000	0.000	-100.00%	0.00%	0.0	15.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0073	0.0000	0.0000	-100.00%	0.00%
9561	Ace Hardware	Hardware/Home Improvement	Retail	1	248455	33.3333%	1.4134%	50.0000%	0.0000%	+2258.45%	3537.68%	1.000	1.540	0.500	0.000	-35.07%	32.46%	22.5	15.9	11.3	0.0	+41.43%	70.71%	+291.31%	338.89%	0.5435	0.1078	0.3311	0.0000	+404.12%	307.15%
9562	Ace Rent to Own	Furnishings Rental	Retail	0	503	0.0000%	0.0029%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.541	0.000	0.000	-100.00%	0.00%	0.0	16.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0002	0.0000	0.0000	-100.00%	0.00%
9563	Acme Fresh Market	Grocery	Grocery Stores	0	7246	0.0000%	0.0412%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.896	0.000	0.000	-100.00%	0.00%	0.0	15.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0039	0.0000	0.0000	-100.00%	0.00%
9564	Acme Markets	Grocery	Grocery Stores	0	36252	0.0000%	0.2062%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.926	0.000	0.000	-100.00%	0.00%	0.0	16.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0197	0.0000	0.0000	-100.00%	0.00%
9565	Action Day Primary Plus	Education	Childrens Activities	0	432	0.0000%	0.0025%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.299	0.000	0.000	-100.00%	0.00%	0.0	15.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0003	0.0000	0.0000	-100.00%	0.00%
9567	Acura	Luxury	Automotive Dealers	0	56286	0.0000%	0.3202%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.527	0.000	0.000	-100.00%	0.00%	0.0	16.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0242	0.0000	0.0000	-100.00%	0.00%
9568	Addition Elle	Clothing- Womens	Apparel	0	12	0.0000%	0.0001%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.417	0.000	0.000	-100.00%	0.00%	0.0	23.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0000	0.0000	0.0000	-100.00%	0.00%
9569	Adidas	Footwear	Apparel	1	26391	33.3333%	0.1501%	50.0000%	0.0000%	+22103.40%	33305.10%	1.000	1.360	0.500	0.000	-26.48%	36.76%	10.0	15.9	5.0	0.0	-37.14%	31.43%	+1177.69%	1106.52%	0.5435	0.0101	2.7778	0.0000	+5274.50%	27469.66%
9570	Advance America	Banks and Financial Services	Services	0	31374	0.0000%	0.1785%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.489	0.000	0.000	-100.00%	0.00%	0.0	16.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0132	0.0000	0.0000	-100.00%	0.00%
9571	Advance Auto	Auto Services	Auto and Gasoline Service Stations	0	354813	0.0000%	2.0184%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.494	0.000	0.000	-100.00%	0.00%	0.0	16.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.1494	0.0000	0.0000	-100.00%	0.00%
9572	Aeropostale	Clothing	Apparel	0	23810	0.0000%	0.1354%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.258	0.000	0.000	-100.00%	0.00%	0.0	14.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0084	0.0000	0.0000	-100.00%	0.00%
9573	AIM Mail Centers	Office	Retail	0	1196	0.0000%	0.0068%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.563	0.000	0.000	-100.00%	0.00%	0.0	31.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0005	0.0000	0.0000	-100.00%	0.00%
9574	AJs Fine Foods	Grocery	Grocery Stores	0	1703	0.0000%	0.0097%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.756	0.000	0.000	-100.00%	0.00%	0.0	15.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0008	0.0000	0.0000	-100.00%	0.00%
9575	Al and Eds Autosound	Auto Services	Auto and Gasoline Service Stations	0	276	0.0000%	0.0016%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.275	0.000	0.000	-100.00%	0.00%	0.0	17.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0001	0.0000	0.0000	-100.00%	0.00%
9576	Alamo Drafthouse	Motion Picture Theaters	Entertainment	0	15806	0.0000%	0.0899%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.447	0.000	0.000	-100.00%	0.00%	0.0	18.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0064	0.0000	0.0000	-100.00%	0.00%
9577	Albertsons	Grocery	Grocery Stores	0	149426	0.0000%	0.8500%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.876	0.000	0.000	-100.00%	0.00%	0.0	16.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0790	0.0000	0.0000	-100.00%	0.00%
9578	Aldi	Grocery	Grocery Stores	1	358205	33.3333%	2.0377%	50.0000%	0.0000%	+1535.85%	2453.78%	3.000	1.506	1.500	0.000	+99.18%	99.59%	22.3	16.2	11.1	0.0	+37.34%	68.67%	+470.81%	494.34%	1.6304	0.1520	0.9934	0.0000	+972.69%	653.56%
9579	ALDO	Footwear	Apparel	0	24370	0.0000%	0.1386%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.309	0.000	0.000	-100.00%	0.00%	0.0	14.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0090	0.0000	0.0000	-100.00%	0.00%
9580	Alfa Romeo	Luxury	Automotive Dealers	0	24256	0.0000%	0.1380%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.525	0.000	0.000	-100.00%	0.00%	0.0	16.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0104	0.0000	0.0000	-100.00%	0.00%
9581	Allsups	Convenience	Auto and Gasoline Service Stations	0	50389	0.0000%	0.2866%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.931	0.000	0.000	-100.00%	0.00%	0.0	15.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0274	0.0000	0.0000	-100.00%	0.00%
9582	Aloft	Midscale	Hotels	0	70546	0.0000%	0.4013%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.636	0.000	0.000	-100.00%	0.00%	0.0	31.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0325	0.0000	0.0000	-100.00%	0.00%
9583	Als Beef	QSR	Eating Places	0	867	0.0000%	0.0049%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.401	0.000	0.000	-100.00%	0.00%	0.0	19.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0003	0.0000	0.0000	-100.00%	0.00%
9584	Altard State	Clothing- Womens	Apparel	0	14860	0.0000%	0.0845%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.352	0.000	0.000	-100.00%	0.00%	0.0	15.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0057	0.0000	0.0000	-100.00%	0.00%
9585	Altitude Trampoline Parks	Amusement	Entertainment	0	9989	0.0000%	0.0568%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.282	0.000	0.000	-100.00%	0.00%	0.0	19.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0036	0.0000	0.0000	-100.00%	0.00%
9586	America Best Value	Economy	Hotels	0	218522	0.0000%	1.2431%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.843	0.000	0.000	-100.00%	0.00%	0.0	34.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.1135	0.0000	0.0000	-100.00%	0.00%
9587	American Animal Hospital Association (AAHA)	Pets	Services	0	176726	0.0000%	1.0053%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.657	0.000	0.000	-100.00%	0.00%	0.0	17.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0825	0.0000	0.0000	-100.00%	0.00%
9588	American Eagle	Clothing	Apparel	0	64617	0.0000%	0.3676%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.323	0.000	0.000	-100.00%	0.00%	0.0	15.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0241	0.0000	0.0000	-100.00%	0.00%
9589	American Family Fitness	Gym and Fitness Facilities	Fitness and Recreation Centers	0	3005	0.0000%	0.0171%	0.0000%	0.0000%	-100.00%	0.00%	0.000	3.215	0.000	0.000	-100.00%	0.00%	0.0	19.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0027	0.0000	0.0000	-100.00%	0.00%
9590	American Freight	Furniture	Retail	0	12111	0.0000%	0.0689%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.452	0.000	0.000	-100.00%	0.00%	0.0	16.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0050	0.0000	0.0000	-100.00%	0.00%
9591	American Furniture Warehouse	Furniture	Retail	0	11715	0.0000%	0.0666%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.423	0.000	0.000	-100.00%	0.00%	0.0	17.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0047	0.0000	0.0000	-100.00%	0.00%
9592	American Girl	Childrens	Retail	0	4371	0.0000%	0.0249%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.463	0.000	0.000	-100.00%	0.00%	0.0	16.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0018	0.0000	0.0000	-100.00%	0.00%
9593	American Lubefast	Auto Services	Auto and Gasoline Service Stations	0	3693	0.0000%	0.0210%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.370	0.000	0.000	-100.00%	0.00%	0.0	19.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0014	0.0000	0.0000	-100.00%	0.00%
9594	American Mattress	Furniture	Retail	0	2181	0.0000%	0.0124%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.401	0.000	0.000	-100.00%	0.00%	0.0	19.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0009	0.0000	0.0000	-100.00%	0.00%
9595	American Multi Cinema Inc	Motion Picture Theaters	Entertainment	1	335186	33.3333%	1.9067%	50.0000%	0.0000%	+1648.19%	2622.29%	1.000	1.478	0.500	0.000	-32.34%	33.83%	10.3	19.5	5.1	0.0	-47.30%	26.35%	+243.92%	297.84%	0.5435	0.1396	2.7778	0.0000	+289.39%	1990.23%
9596	American Rental	Hardware/Home Improvement	Retail	0	1389	0.0000%	0.0079%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.325	0.000	0.000	-100.00%	0.00%	0.0	36.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0009	0.0000	0.0000	-100.00%	0.00%
9597	American Signature Furniture	Furniture	Retail	0	2665	0.0000%	0.0152%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.434	0.000	0.000	-100.00%	0.00%	0.0	15.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0011	0.0000	0.0000	-100.00%	0.00%
9599	Americas Mattress	Furniture	Retail	0	6763	0.0000%	0.0385%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.430	0.000	0.000	-100.00%	0.00%	0.0	15.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0027	0.0000	0.0000	-100.00%	0.00%
9600	Americas Thrift Store	Discount Stores	Retail	0	2600	0.0000%	0.0148%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.681	0.000	0.000	-100.00%	0.00%	0.0	16.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0012	0.0000	0.0000	-100.00%	0.00%
9601	Americas Tire	Auto Services	Auto and Gasoline Service Stations	0	9372	0.0000%	0.0533%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.251	0.000	0.000	-100.00%	0.00%	0.0	16.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0033	0.0000	0.0000	-100.00%	0.00%
9602	AmericInn	Midscale	Hotels	0	64351	0.0000%	0.3661%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.849	0.000	0.000	-100.00%	0.00%	0.0	27.6	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0335	0.0000	0.0000	-100.00%	0.00%
9604	AMF Bowling	Bowling	Entertainment	0	52900	0.0000%	0.3009%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.789	0.000	0.000	-100.00%	0.00%	0.0	21.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0267	0.0000	0.0000	-100.00%	0.00%
9605	Amigos/Kings Classic	QSR	Eating Places	0	7247	0.0000%	0.0412%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.678	0.000	0.000	-100.00%	0.00%	0.0	15.5	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0034	0.0000	0.0000	-100.00%	0.00%
9607	AMPM	Convenience	Auto and Gasoline Service Stations	0	265580	0.0000%	1.5108%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.842	0.000	0.000	-100.00%	0.00%	0.0	15.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.1378	0.0000	0.0000	-100.00%	0.00%
9608	Amscot	Banks and Financial Services	Services	0	17309	0.0000%	0.0985%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.346	0.000	0.000	-100.00%	0.00%	0.0	15.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0066	0.0000	0.0000	-100.00%	0.00%
9609	Andaz	Upscale	Hotels	0	6617	0.0000%	0.0376%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.822	0.000	0.000	-100.00%	0.00%	0.0	30.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0034	0.0000	0.0000	-100.00%	0.00%
9611	Ann Taylor	Clothing- Womens	Apparel	0	25738	0.0000%	0.1464%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.353	0.000	0.000	-100.00%	0.00%	0.0	14.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0098	0.0000	0.0000	-100.00%	0.00%
9612	Anthonys Coal Fired Pizza	Casual Dining	Eating Places	0	4824	0.0000%	0.0274%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.314	0.000	0.000	-100.00%	0.00%	0.0	15.4	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0018	0.0000	0.0000	-100.00%	0.00%
9613	Anthonys Pizza and Pasta	Casual Dining	Eating Places	0	911	0.0000%	0.0052%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.458	0.000	0.000	-100.00%	0.00%	0.0	16.9	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0004	0.0000	0.0000	-100.00%	0.00%
9614	Anthropologie	Clothing- Womens	Apparel	0	28202	0.0000%	0.1604%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.507	0.000	0.000	-100.00%	0.00%	0.0	16.3	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0120	0.0000	0.0000	-100.00%	0.00%
9615	Anytime Fitness	Gym and Fitness Facilities	Fitness and Recreation Centers	0	102357	0.0000%	0.5823%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.262	0.000	0.000	-100.00%	0.00%	0.0	16.8	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0652	0.0000	0.0000	-100.00%	0.00%
9616	Apple Auto Glass	Auto Services	Auto and Gasoline Service Stations	0	54	0.0000%	0.0003%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.204	0.000	0.000	-100.00%	0.00%	0.0	14.0	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0000	0.0000	0.0000	-100.00%	0.00%
9617	Apple Market	Grocery	Grocery Stores	0	812	0.0000%	0.0046%	0.0000%	0.0000%	-100.00%	0.00%	0.000	2.095	0.000	0.000	-100.00%	0.00%	0.0	17.1	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0005	0.0000	0.0000	-100.00%	0.00%
9619	Apple Stores	Electronics	Retail	0	76746	0.0000%	0.4366%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.495	0.000	0.000	-100.00%	0.00%	0.0	16.7	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.0323	0.0000	0.0000	-100.00%	0.00%
9620	Applebee's	Casual Dining	Eating Places	0	765977	0.0000%	4.3573%	0.0000%	0.0000%	-100.00%	0.00%	0.000	1.455	0.000	0.000	-100.00%	0.00%	0.0	18.2	0.0	0.0	-100.00%	0.00%	-100.00%	0.00%	0.0000	0.3139	0.0000	0.0000	-100.00%	0.00%
