Polygon ID	Hashed Device ID	Generator Evening Lat	Generator Evening Long	Generator Daytime Lat	Generator Daytime Long
OTR Prospect	cb7561d98c01a3c11996719799b83707ca3ed3cd			-34.877115888888888	138.5720283888889
OTR Prospect	88b1da00a879f62c6361d1b5fdd670447913e1d8				
OTR Prospect	7db789e5966624494b4e64a936aed382d23dc25d	-34.951054929078012	138.63149248226949	-34.955099134228185	138.59018117449665
OTR Prospect	655f4abf22dda2bc9ab1d7e6f6252344e271fb59	-34.88880268292683	138.59481792682928	-34.926214147058822	138.59816093137255
OTR Prospect	559e355e86cdce53224d6b73d07895117c538dc0	-34.872915725552048	138.60149810410095	-34.870185201550385	138.58320327648579
OTR Prospect	4e484e03a5503bacb1119e9cc38b16430cb362b2	-34.845893658536589	138.55295166666667	-34.846005708661416	138.55292003937006
OTR Prospect	4d064f030c483b538b9249b732c6a6134fe0b480	-34.650835651558076	138.5749249263456	-34.894692021276597	138.5955860106383
OTR Prospect	b607a0d8b8c8a626eb41fcee0a6d54103adcd21e	-34.892352156739811	138.58562547021944	-34.892251051948051	138.58557163636362
OTR Prospect	242f8474e88f75cb3ad1a98d0a893094e2940efd	-34.895253137440761	138.58783712796208	-34.895201983539096	138.58782555967079
OTR Prospect	0440f67c3341d3c47976429ce06980da0ed07065	-34.973975118811879	138.52633915841582	-34.68763474	138.59006515999999
OTR Prospect	a1e53c00fe46ab1404c5dcb7cb09c587a32db45f	-34.790882700636942	138.60921400545951	-34.7309369675	138.6449970825
OTR Prospect	07f7c6fbe8a2fc0f00b569f529131b241f2acd52	-34.896192492063491	138.5977181904762	-34.921454795454544	138.61787702272727
OTR Prospect	b46417e86c5478ab7b40d3a1820ffb3c93d10ea3			-34.902524	138.65759
OTR Prospect	18f7ed6ad60f44f2c6530ae9b7f0b2564fe5e51a	-34.996000538461537	138.57023102564102	-34.996003105263156	138.57023122807018
OTR Prospect	d87a0f86597410bb1ceecd0214e0fb6fd9434c6a	-35.00880134285714	138.53231450000001	-35.008642824675327	138.53247614935066
OTR Prospect	9de6865cac29f998d973a2210f8030f65ff8e817	-34.780640949999999	138.59959283571428	-34.810256109090908	138.61808311515151
OTR Prospect	e03a4febcc92f2c4afc032cf0fc361d70336a7ea	-34.781457051903118	138.66484890311418	-34.781512223214285	138.66451399107143
OTR Prospect	34f26abb9c4125ca399a83293c784ebc591e82df	-34.93791451111111	138.66031240000001	-34.963374160714288	138.6766979107143
OTR Prospect	a7adf426f75583cc97a95b1443b3d96c7fe8b5d4	-34.739647313333336	138.59798444	-34.739624599999999	138.59799284375001
OTR Prospect	444af890d4ee75e2c286c29d4a59e1d45d7aa8cb	-34.9269480629317	138.63038338756715	-34.916466122589533	138.62399835399449
OTR Prospect	18c49a9cbb89a84bd3b22a059bc7ffa2ab859412	-34.903982020833332	138.61441550000001	-34.905549000000001	138.60990171428571
OTR Prospect	afa4652098a12483ecc2fccbf3efb064752f5db1	-34.920154467438493	138.50721635600578	-34.920093517171715	138.50708802424242
OTR Prospect	3b7c40468366adc5b8470813ae1ad7bd59724e4f	-34.896359591078067	138.59757019702602	-34.896778451327435	138.59692245132743
OTR Prospect	3cc5e69188c1d1b20c93c006fe5e03b63396f553	-34.751494684014872	138.61078181040892	-35.054641576923075	138.85398276923078
OTR Prospect	cc8c7b07b1ad7f908af01567b6282fe2c075c7eb			-35.149247040462427	138.52563746820809
OTR Prospect	5669956f2489b8c455ca28a37500da23d91bcf4c	-34.906484924731181	138.68040221505376	-34.924890897435894	138.5972766923077
OTR Prospect	54b179998b0ae52083225e85f943d583420b6c46	-34.882321186868687	138.58903632828282	-34.882436055555559	138.58873003333332
OTR Prospect	29245b1ff9b1e42c8b765a3255f80801e6ac7d26	-34.936344363636366	138.67380875524475	-34.935765090395478	138.67310826553671
OTR Prospect	90ceefe71f934f257644a71119aae30682ebecd4	-34.853421630733948	138.59696913990825	-34.85357285531915	138.59704977446808
OTR Prospect	1d05c036ff2d1736a9ab8187422851783517401a	-34.736178532608697	138.66345109782608	-34.736212304761906	138.66335707619047
OTR Prospect	f551db3217c8ecae76e6e0fc52fc9aeb1514033f			-34.586103166666668	138.52289541666667
OTR Prospect	44628498f35cab03fed8e78ec252df990c10c42d	-34.917032741803276	138.67220948770492	-34.917446480769229	138.67199171153845
OTR Prospect	fb8cf4374e21f0efe31f93e36e50f1447e44fca1	-34.948371621513942	138.55154746414343	-34.948308596590905	138.5516305909091
OTR Prospect	95367c13b4b11218e8d515fe133ff71076d26988	-34.674587176795583	138.89524982872928	-34.674597538461541	138.89525952564102
OTR Prospect	eca35882880c5f444d0f176d68815e8ab8f9cd02	-34.894116458333336	138.52602094444444	-34.894130333333337	138.52687209090908
