Location	Bucket	Type	Visitor Count	Percentage
OTR Prospect	40106102114	Top CDL Census Block Group	7	0.48%
OTR Prospect	Prospect C	Top CEL Metro	313	21.32%
OTR Prospect	Port Adelaide Enfield C	Top CEL Metro	237	16.14%
OTR Prospect	Salisbury C	Top CEL Metro	136	9.26%
OTR Prospect	Charles Sturt C	Top CEL Metro	111	7.56%
OTR Prospect	West Torrens C	Top CEL Metro	64	4.36%
OTR Prospect	Playford C	Top CEL Metro	63	4.29%
OTR Prospect	Tea Tree Gully C	Top CEL Metro	57	3.88%
OTR Prospect	Onkaparinga C	Top CEL Metro	56	3.81%
OTR Prospect	Marion C	Top CEL Metro	51	3.47%
OTR Prospect	Burnside C	Top CEL Metro	44	3.00%
OTR Prospect	Adelaide C	Top CEL Metro	42	2.86%
OTR Prospect	Mitcham C	Top CEL Metro	40	2.72%
OTR Prospect	Campbelltown C SA	Top CEL Metro	39	2.66%
OTR Prospect	Unley C	Top CEL Metro	33	2.25%
OTR Prospect	Norwood Payneham St Peters C	Top CEL Metro	30	2.04%
OTR Prospect	Adelaide Hills DC	Top CEL Metro	20	1.36%
OTR Prospect	Walkerville M	Top CEL Metro	18	1.23%
OTR Prospect	Gawler T	Top CEL Metro	14	0.95%
OTR Prospect	Holdfast Bay C	Top CEL Metro	13	0.89%
OTR Prospect	Mount Barker DC	Top CEL Metro	12	0.82%
OTR Prospect	Prospect C	Top CDL Metro	255	17.51%
OTR Prospect	Port Adelaide Enfield C	Top CDL Metro	239	16.41%
OTR Prospect	Salisbury C	Top CDL Metro	124	8.52%
OTR Prospect	Charles Sturt C	Top CDL Metro	123	8.45%
OTR Prospect	Adelaide C	Top CDL Metro	114	7.83%
OTR Prospect	West Torrens C	Top CDL Metro	72	4.95%
OTR Prospect	Playford C	Top CDL Metro	63	4.33%
OTR Prospect	Tea Tree Gully C	Top CDL Metro	60	4.12%
OTR Prospect	Onkaparinga C	Top CDL Metro	49	3.37%
