polygon_id	hashed_device_id	generator_evening_lat	generator_evening_long	generator_daytime_lat	generator_daytime_long
OTR Glandore	402281c8a4cd71cc2c0550a3173463fdf6737cf7	-34.992210203488369	138.72054493604651	-34.992667508474575	138.72026124576271
OTR Glandore	4b50c4c2d08439d299f3683578345c2f820d638c	-34.872085318181817	138.54022927272726	-34.871684622950816	138.54060601639344
OTR Glandore	e6d6415b63d14d65aa0804f09d112cefcb696ead	-34.972914267973856	138.51261632352941	-34.922667453744495	138.60388279735682
OTR Glandore	14fcf806a292202fb40e09ae11044d25ad74b5e0	-35.061479021739132	138.61346165217392	-34.697047400000002	138.5703005111111
OTR Glandore	75288644cea04c7b2ade9babf59255a1ad3c7748	-34.763383611320755	138.65580351320756	-34.764006221343877	138.65564827667984
OTR Glandore	9d5a1f07cdff131738004b7c97f6c404e8fa1aea	-34.96135704066986	138.56002752392345	-34.961321478102192	138.56012901824818
OTR Glandore	5be67d5df9c3691b284325fb20be90b042e89b60	-34.950355999999999	138.56875600000001		
OTR Glandore	2568209ea00e305fa57ad2a073ce97839b8a85d4	-34.896959594202897	138.53571713043479	-34.926419466666665	138.55093634444444
OTR Glandore	8697b6b628132c52649fccf88c04e44e86b09d78	-34.971963770833334	138.58308057291666	-34.972136576470589	138.58310567058822
OTR Glandore	6179f9c92ab21cc5ea4869dac0dfb90d3faa62fb	-34.880246262222222	138.66590697777778	-34.880401667597766	138.66597031284917
OTR Glandore	25311825f235cade2c91b3f9a8cb2406c20f0991	-34.928047377192982	138.56618563157895	-34.928040389380534	138.5661878761062
OTR Glandore	e46e2f7a8300ff5068a0cb19de22e6e050f28bd6	-34.968391654135338	138.56087196240603	-34.968039975806455	138.55790781451614
OTR Glandore	03bdec3fb9064eaa88b36434df24eabb31d9a93e	-35.036226247619048	138.51721781904763	-35.036474364864866	138.51719070270269
OTR Glandore	70e607db24c138c541637386708e33a70af0e891	-35.007286220588234	138.51560295588234	-35.007072756756756	138.51587799999999
OTR Glandore	33b86bd3731592af5b316c1ec85056f46883adc7				
OTR Glandore	a5760969914efbfe3c950d9169921bd0e5a187f6	-34.81856775886525	138.7050834397163	-34.818561666666668	138.7050246140351
OTR Glandore	fabf30c76e9fe6bd2e5704ff11ca72f75cb18b5b				
OTR Glandore	35a7b693bcf85a8bbc2d8f555da9a47316f60489	-34.987252333333331	138.52706074074075	-34.987367101123596	138.52737121348315
OTR Glandore	e0f613aa90beeddfa12d65325f3d453f02ba7cde	-34.957869010152287	138.55395936548223	-34.957866229885056	138.55392155172413
OTR Glandore	1a16a9235e484b589c3382a0c13fb8a8871a21b6	-34.977508740740738	138.51209064197531	-34.977709266666665	138.51143149999999
OTR Glandore	0b57cda938926ab0460b423f344ed2f50092c7ce	-34.961135641666665	138.56935671666668	-35.116677750000001	138.49926729347825
OTR Glandore	0b9ceb0f318c74cc122e197749bcb8a523c64d05	-35.067967064516132	138.65657509677419	-35.067978049180326	138.65657244262295
OTR Glandore	71c690368685d68a4d7fc4cc6262f9d526b299a6	-34.891827564516127	138.58658803225808	-34.920935073529414	138.64151373529413
OTR Glandore	344ce4ee754a976c1d0c169bb491dbf9fe3653bc	-35.128415384615387	138.51311428846154	-34.882178400000001	138.57121926666667
OTR Glandore	2fa6925faa76e825dd12008ca897299b5fce9fb1	-35.122631972972975	138.51142011486488	-35.122753420289854	138.51137450724639
OTR Glandore	0946f6f174ac0ed793dce99dfc9144b90a66fa85	-34.978417274999998	138.62342045	-34.978598575757573	138.62378783333332
OTR Glandore	4b056193236d88b614984028af0f2c8762fd38be	-34.952996753086417	138.55100006172839	-34.953644779999998	138.55047644000001
OTR Glandore	b15f6302c0cc585a0d0b0509be0339df574bd1ea	-35.0563084375	138.81154110416668	-35.056224565217391	138.81185500000001
OTR Glandore	57512ea9f1fde368153492fce8fbba69f573a3b0	-34.978336204301073	138.53625438172043	-34.929811605911333	138.60284448275863
OTR Glandore	bec3529b78f00e7eeb1b40362eb93a53715b6e4d	-34.853637272727269	138.53685832727274	-34.853826253968251	138.53654475396826
OTR Glandore	a4e57b15e2d2e34918aaf19ca5d32c591f09b14d	-34.99725081012658	138.53445643037975	-34.832369209302328	138.69023991860465
OTR Glandore	cee077d6d537f7fb134d6c4f0ff6f79566670659	-34.985174874999998	138.60577227343751	-34.985024384615386	138.60573523076923
OTR Glandore	79aab697efbaad0ba46a8ea998fcf8786ee222e5	-34.940176104651165	138.54910227906976	-35.009154034129693	138.56966276109216
OTR Glandore	c0f2fb182738a0519c59e463b301f060d12da00b	-34.964777301886791	138.53861854716982	-34.964645265306125	138.53834565306121
OTR Glandore	6ea96d7e46eae2c8caef818524d900b847030558	-34.919053651515149	138.56578203030304	-34.934785568181816	138.6025016590909
OTR Glandore	0466ba3599bab956ff8f3debcae2adc5d091e51c	-34.983383507462683	138.56603214925374	-34.98340517647059	138.56601567226892
OTR Glandore	0ccc3c19ab63771f15be5cbc0696052a96baf4e3	-35.090305038961041	138.58239084415584	-34.943674000000001	138.54954852941177
OTR Glandore	4e0f84faf6cf02beda5fb2b1fb7d6d2a336ea747	-34.977627645161292	138.52789824193547	-34.933581172413795	138.60019848275863
OTR Glandore	f69b26cc2b7e87bd6f60ec3821f52bce9369539e	-34.96952363934426	138.56211383606558	-35.014141416666668	138.61943654999999
OTR Glandore	78400ff189824611cff0de665dd4f7aea0733c84	-34.950193761589404	138.5810102781457	-34.950244761363635	138.58099601136362
OTR Glandore	7832de420a9931ce0a888de9a276fa05a281f16e	-34.954492099150144	138.54579429461756	-34.927769111111111	138.61258955555556
OTR Glandore	7522bacf9401c992c7d0aa51846206677bed713b	-34.966034224137928	138.56934153448276	-34.964611614035086	138.57028971929824
OTR Glandore	408778295aa024002bf025504d9c8a68e083c645	-34.878979571428573	138.50495518681319	-34.927641149999999	138.6096263
OTR Glandore	6fbfe1a6aad2040e3e8924b5d2c78050fd7521e7	-34.872066899390241	138.62249075609756	-34.920568666666668	138.64798500000001
OTR Glandore	238fb5ad327a76f6cce4e7f61db9ddb501712a3b	-34.982631246913577	138.55953643209875	-35.022011512820512	138.56822405128204
OTR Glandore	b027787bce12611d918a0bbc8d7618f224a092f8	-34.956510867469881	138.55656837349397	-34.956660101694915	138.55692937288134
OTR Glandore	f5eda111c8898c75249c24999f62ea3c2d65e17c	-34.925367322869953	138.57436426905829	-35.006893568750002	138.52209988749999
OTR Glandore	250a874e545f967193acf4e09aae8686fc00f8a2	-34.969470053763438	138.56396048387097	-34.96963512962963	138.5641024691358
OTR Glandore	3b4f3559a6d7b28306226c96d767953b458d203c	-34.981820225806452	138.52176383870969	-34.973965999999997	138.57208059999999
OTR Glandore	d375d8a876f1cc3eb75f01dde20d73710a57b856	-34.96524343181818	138.55647389772727	-34.934806212389383	138.60195093805311
OTR Glandore	2bb1694f895c83393a90110c756ca42f112bdb4a	-34.955851111111109	138.63637474603175	-34.955562999999998	138.63617776744186
OTR Glandore	6fce2f5594396851d90c16a041070a23b0d55e89	-34.771102608695649	138.73094382608696	-34.771701333333333	138.72995193939394
OTR Glandore	a1cc1bd8785ed83351c5960be8307d8e7de4ff19	-35.040853636363636	138.58468196256683	-34.997597131578949	138.566171
OTR Glandore	a670231cb9a3f14383aeeb0faaf06ac0c01a2eec	-34.856220498338871	138.62378372425249	-34.917136351351353	138.59400279279279
OTR Glandore	a3b1f4b06466ad43d954744b45f4197bc76c501b	-35.101568578947365	138.56092857894737	-34.993082149999999	138.57477016250002
OTR Glandore	b367df5fec91d78011c0c99a1e1d01591beb2000	-34.92814700877193	138.59100428508771	-34.92831988095238	138.5911311904762
OTR Glandore	a1cc8cd5bb59d03f714b42cded2c452aff8811cf	-34.959062707692311	138.56022196923078	-34.922745214285712	138.59987132142857
OTR Glandore	86e19e9666b917931c4c47fe890eb46f0e5f6f62	-34.974190066666665	138.51432201666665	-34.976157538461536	138.52364430769231
OTR Glandore	a698a624a233eae70e7767cd7b75f95cd6c8aff1	-34.982523527027027	138.54748767567568	-34.920917635135133	138.63035989189189
OTR Glandore	a79fbf300e61a99daa0db9101dafe89fa1b6f35d	-35.045450198347105	138.53319105785124	-35.045162318181816	138.53329813636364
OTR Glandore	1c1c64c85f78e966cf452e82a9eb1d7348d9dc28	-34.99041260869565	138.55152655652174	-34.990794813333331	138.55157426666668
OTR Glandore	258f0cdcbe556cb2dfc0a3b3d3b56aa6e5248a4a	-34.985264181034481	138.5241515948276	-34.985053165137614	138.524373146789
OTR Glandore	d2331b5e159c1637910f0aa299925b5aedf19e75	-35.134691471544713	138.53592357723576	-34.923033984276728	138.60033524213836
OTR Glandore	b85459ce1bd410288a70529a288d8ea04fb6df52	-35.053719776859502	138.60792247107437	-35.054622986666665	138.60972338666667
OTR Glandore	98f217c79f3b5834c231e22d28674070f054c8ac	-34.959395798449613	138.56641159689923	-34.956998842105264	138.56754390789473
OTR Glandore	7357bad55e817f0332070d82f3e147db1b2ef32d	-34.958284073170731	138.57179795121951	-34.955206844827586	138.57174038505747
OTR Glandore	5f1f9a36313f58a5759884cbe184318697f3b1d0	-34.959002841726615	138.64089997122301	-34.92286220467836	138.60291555555557
OTR Glandore	219ff534bf51a573ad1e673564ee77e686302660				
OTR Glandore	084444d395c72c111dc81d12dde4662f63db8f12	-34.962320853420195	138.5506185960912	-34.96282695	138.5505053375
OTR Glandore	63ad4c0af3c245305ae17c742b4ed501bb004e86	-34.940226531249998	138.5491903125	-34.94020669230769	138.54920215384615
OTR Glandore	be0366c02de32acef593c4040965e64b990bcaad				
OTR Glandore	777e2929ac6cac007c38727f1910186097dc2221	-35.021553381578947	138.51848194736843	-35.020955639225178	138.51773194915253
OTR Glandore	d9034ee1f29565fd1483383d058863c70ca0dcb3	-34.963852424242425	138.60514162121211	-34.965557387755105	138.62657914285714
OTR Glandore	6b601dd0084e9bb8d36c688cf3ad1e6ad9136ae8	-34.964228623333334	138.57716285999999	-34.92921016167665	138.54977843712575
OTR Glandore	6820e31ae627c8c32a054c74f14eefcb12c7a300	-34.936242180722893	138.54924310843373	-34.943707551724138	138.56162062068967
OTR Glandore	0714f9b8ca3390439d89d7cb6903e29d5d6ac87e	-34.904432991150443	138.51854711504424	-35.348396816091956	138.62117713793103
OTR Glandore	61c39eeb890a3c692798e088837525037e1a8ca0	-34.954283657142859	138.5994550031746	-34.95448775111111	138.5998126488889
OTR Glandore	159b4e12ebb356ccb0e1b739ef79e0ea0fca37e5	-35.081857814332245	138.55336501954397	-34.997123185483872	138.52577968548388
OTR Glandore	5b4f5cbe02f2275f83d0dd07f23b910c9c004f83	-34.987922406976743	138.52577973255814	-34.981287756756757	138.51512313513513
OTR Glandore	b0beeea80da5f458cdc92263aec2b0b55d090c5b	-34.609190202531643	138.5178794050633	-34.60916972043011	138.51803773835127
OTR Glandore	ad83d13321e53208ac3c80288d6cb5d0ad8d66da	-34.924263500000002	138.63537325000001	-34.935517444444443	138.60064519444444
OTR Glandore	1b29b337b0ce9a0d32e25c89bc5a5cd7e9fcc6ec	-34.976701902777776	138.53163593055555	-34.903531722222219	138.56736355555554
OTR Glandore	8de6f969eae3b560bceb39d96b0e5ef841999de1	-34.960618597560973	138.56738128048781	-34.96072734328358	138.56735086567164
OTR Glandore	430c0988ad3b382090b53999ec313aad85e6ca4b	-34.957068767441861	138.56699846511628	-34.928475790697675	138.59002532558139
OTR Glandore	545fe4f3ac207fde596c4a81340374b7fa11029b	-34.860931177215186	138.48494377848101	-34.861271357142854	138.48486667346938
OTR Glandore	3b2c5df0375ccfbffd4fe4e5c6c2c29322e8d42a	-34.750312297872341	138.61508499999999	-34.750008388888887	138.61515662962964
OTR Glandore	06f2c927141979e70a576aff5fa8e9ef8696de65	-34.872290203791472	138.64339103317536	-34.674287924590161	138.70214594754097
OTR Glandore	bb98ceee5d9946761d8b4dd15cd55cbb3ecf381e	-34.975552621212124	138.59359836363637	-34.9753191025641	138.59322530769231
OTR Glandore	f344179cdd588d7c963388f0d9fafde4c55337b1	-34.939184767857142	138.51293251190475	-34.938786575539567	138.51360522302159
OTR Glandore	ce0b098c8022d93d12cbc5bfa8c81d8a177d9a87	-34.69319161417323	138.71133344094488	-34.692971258823526	138.71143721176472
OTR Glandore	bd435d0a40b795606865b23db3fcd54b310f5ab1	-34.973141686666665	138.53310959333334	-34.97301220833333	138.53284578124999
OTR Glandore	c081e188ec9dadc96446603b6a8ad77a53b8f27f	-34.957847654867258	138.56610297345134	-34.957727725274729	138.56609283516482
OTR Glandore	e45e17b4378e32b498761d0cad2a43db7a249619	-35.002626035294121	138.54151098235295	-34.927256564102564	138.60205643589742
OTR Glandore	5e9f31061cb754cb33229c5a44a6d06caecd0f22	-35.023944961038964	138.54495546753247	-35.023998785714284	138.54492102380954
OTR Glandore	d6a190dbe5bddc5d305d60ce7415765b11570c21	-34.684751732558141	138.70022875581395	-34.684354755102042	138.70077785714284
OTR Glandore	654fd1dcab2eb721aa0e26fa183e502eab8ea387	-34.965961647058826	138.5291196764706	-35.015856020408165	138.54661436734693
OTR Glandore	16b2a477f15953b8fbb378c8b8f841141f67733b	-34.876379366972479	138.56033409174313	-34.980719481818184	138.57017370909091
OTR Glandore	276ab48ba6b73891c49d8e68e89f1e08cf6a713f	-34.866958190140842	138.70349402816902	-34.866763581818184	138.70327770909091
OTR Glandore	85f8fc3c4fe35d49b88ac89404d4a9d7f9073109	-34.81856070621469	138.70507169491526	-34.818386007352942	138.70480972058823
OTR Glandore	591e0dbe5d82fd9b8755e28c46bf66c59c696b53	-34.973786310000001	138.57984542	-35.128695874999998	138.53241252777778
OTR Glandore	46f08ed6ce4395729b7e82a2775ec7f2fef58f5a	-34.983269330708659	138.54020220472441	-34.983921962499998	138.54568623750001
OTR Glandore	13ab1867733f60773c78bee08670d6c544d745bf	-35.136458562043799	138.47351599270073	-34.948773125000002	138.52158323437499
OTR Glandore	eae759e40c79066a98132349e2fdb8f53a259ddf	-34.910273774774772	138.54909000900901	-34.909513553846153	138.54925364615386
OTR Glandore	e1b4c4241bb20c760b0cc459ff3aef6f9e26ef6d	-34.705558817073168	138.68433452439024	-34.705008566666663	138.68468533333333
OTR Glandore	9c1516c21fc30b4ece6e4a3dc794d106b091c0dc	-34.951390925170067	138.56764801360544	-34.951558150943399	138.56754856603774
OTR Glandore	32d50f7beb090d1501d3b39a5e8cd671b1c77c75	-34.824566394736841	138.68111350000001	-34.920528599999997	138.58824745454547
OTR Glandore	e1a325e9618d5bc882515cf5d312a62a3df5d53b	-34.954658577142858	138.57056874857142	-34.955527765625	138.570563453125
OTR Glandore	8c44a9004b6d22679d9df3a1aaf522aa03603a96	-34.952532419047621	138.5803042	-34.88044547457627	138.49747600000001
OTR Glandore	34d0ab102f566cc6150ebffd3f541b02d7ec8b83	-34.977471874396137	138.56810814492755	-34.977447545454545	138.56827432727272
OTR Glandore	c5dab9ce12f3eea5193e3be9b2b983c8b47fe676	-34.880257318181819	138.66592177272727	-34.879962499999998	138.66524278333333
OTR Glandore	a5f7e4ad6149f0cca33a9fd6f2e14f80a6731f38	-35.082536689655171	138.50893424827586	-35.081273425531919	138.51074080851063
OTR Glandore	f8d47168ff3ed81d3757d7fa3d529de571247a29	-34.891268750000002	138.58469400000001	-34.935597000000001	138.53570981818183
OTR Glandore	8591bd88eb089e8f864316ead73144611ed3e6d6	-35.013748758064516	138.5392374032258	-34.992552406249999	138.57158103124999
OTR Glandore	0be5214ea33e39ed05153af89f9cfd7dec3aee9b	-34.981323797619048	138.56006135119048	-34.981322904761903	138.56005576190475
OTR Glandore	0ab9aae1d5aac9a8510f8737017fedc23573ab9e	-34.950201991111108	138.58097292444444	-34.950143729411764	138.58084956470589
OTR Glandore	0b2077e3ee921a28fdc0e7215c64b5ee3e03e924	-34.969159142857144	138.5383959047619	-34.924652894736845	138.60018942105262
OTR Glandore	ee329346e6a9574587c82ebf2251be893f6fc894	-34.951603943396229	138.55643253773584	-34.952835461538463	138.55762443269231
OTR Glandore	aeaba1ae0b801cdd39d88351ae84862596ee3554	-34.996784613636365	138.51373560227273	-34.996761255813951	138.51337879069769
OTR Glandore	c54733e31eb3f6839878629d8cf214b2bb859acb	-34.889649932038836	138.58331805825242	-34.889909949152546	138.58296183050848
OTR Glandore	900b0b3ac06d81247c5ed0b365d2c4b0ea6d6128	-34.937821813432834	138.56448033582089	-34.937774035714284	138.56460899999999
OTR Glandore	e1aec9acb25c2475faa8111d3c0c1d1f1061f256	-34.964199725099604	138.6164773625498	-34.945973186170214	138.58103625000001
OTR Glandore	4674cd9803a2f75e952df7fe9b3b68cf572d2a93	-35.081743833333334	138.51451158333333	-35.081190442211053	138.51441761809045
OTR Glandore	b2ff601e855055a7654ccbaef4b758a29a53c749	-34.986156535714287	138.52935414285713	-34.986068065420561	138.5285350280374
OTR Glandore	80dd5e15bbeb43ba44ddd96a968eabad8270e834	-34.891867070512824	138.50135219871794	-34.891867925	138.50136874999998
OTR Glandore	14797d99336c9e658bf153ae2119029b9aa03df1				
OTR Glandore	10d82e7ac9b10b221dda00ac5dde87862a5777b7	-35.028174256097557	138.52332678048779	-35.027888186868687	138.52317287373737
OTR Glandore	389c0cc9ffb57ca52d1af3409fc285010496b90f	-34.96263176623377	138.60627487012988	-35.00043339175258	138.62164723711339
OTR Glandore	6dd86ae531c4c470827a02cb80b10af4fe44e675	-34.952378459016394	138.55990972131147	-34.952459120689653	138.55882084482758
OTR Glandore	707037e50e9cc72bb885fd2ecb8b89bfdcb3993a	-34.958310621621621	138.56253147972973	-34.720096431034484	138.66892200000001
OTR Glandore	8ba5283eee07c632aa8c8e9a5997af1ff2e5d093	-34.819609051724136	138.62492993965517	-34.820619036036035	138.62395898198199
OTR Glandore	2b0f6ba0ec276a659c82aea47c155f8696d551df	-35.00733605263158	138.58466849122806	-35.007102333333336	138.58427702777777
OTR Glandore	12483ccc53ccb1e94482a8ee727ec581f657effd	-34.950009999999999	138.72998999999999	-34.962853517241378	138.73412087931032
OTR Glandore	927d450bb3a8e064b709b2581c60d4fee5e94efc	-34.955673225490195	138.57048138235294	-34.956220637362634	138.57008550549452
OTR Glandore	46dba1919795ea148f779a0aa8d687d2940484e3	-34.975932043478259	138.60204430434783	-34.960747444444443	138.615365
OTR Glandore	0becc276848d405cf653f2714b1e1ccf325ee64c	-34.826464006622516	138.67074670860927	-34.98371780952381	138.59995257142859
OTR Glandore	71a9895dc326525ebbe9379e0e9ce05b5b44acac	-34.863606843749999	138.64369637499999	-34.922876680000002	138.60094419999999
OTR Glandore	a3aa2cac58d709e87b72ec7c9b285c17aefb142c	-35.015901870370371	138.53996844444444	-35.015740428571426	138.54007528571429
OTR Glandore	2cb340ec3164eab38058bd46953d7639dda85001	-34.702321376811597	138.70763242753623	-34.702688690909092	138.7092057090909
OTR Glandore	5784cd8247ec48a9b16baad218b19f69e286d67f	-34.930850601351352	138.61669640540541	-34.930282304347827	138.61573860869566
OTR Glandore	faee44c550d0d2e7bf21f7b1921494e6be592f82	-34.977478166666664	138.51100134722222		
OTR Glandore	82834b6f7f3a09c1a0768f718b36898abe921799	-34.95732667073171	138.61319330487805	-34.9272232	138.60205125714285
OTR Glandore	22ae4d0a18f6eb112a06d399954deb5e1eedb33b	-34.980756690476191	138.52134221428571	-34.980620866666669	138.5209298
OTR Glandore	a7b18d72f868860882342aa4f34778e776a67c4b	-34.964767704545451	138.57033949999999	-34.965136047619048	138.57076247619048
OTR Glandore	601f06625130af0dabcba9c1f378af20d543b0dc	-34.963258102777779	138.5688011138889	-34.963343696969694	138.56877657575757
OTR Glandore	f64747b3050219f8d3c238c1b57ad0cc233d5fa7	-35.068482302564099	138.60384279487181	-35.069121468749998	138.60309460937501
OTR Glandore	e10f37ec4111c05970f6a4c4130e786d1ad0ccb3	-34.703366605263156	138.67153028947368	-34.926895393939397	138.5442593939394
OTR Glandore	92187b4e2a90be2f12559ea73281dbc9eded7dbc	-35.094811116504857	138.54838993203884	-35.094808999999998	138.54841871428573
OTR Glandore	e1a5ae23df98e8254ed0b04354ec167d8f42d4a0	-34.996749586206896	138.58218784482759	-34.956496028571429	138.56560057142858
OTR Glandore	156aea757c3fc36fc642a849620560a3b8a02a34	-35.014012618644067	138.5741027881356	-35.081071000000001	138.51409988636362
OTR Glandore	6d148a54c5314b56bcb7fc650b39346c939ff674	-34.971726648936169	138.63337219680852	-34.971668783333335	138.63312055
OTR Glandore	243ec9ef59c1b31b697dd78efe1aa38049e58927	-34.855858043918921	138.59740652027028	-34.856231906474818	138.59791061870504
OTR Glandore	aa5658c11647cf1920da0628e3acad1396ddefd2	-34.890281999999999	138.67034013698631	-34.89024234090909	138.67011336363637
OTR Glandore	01ec12de5dd7d227f288c2b3ac36c1ea667d6706	-35.129915125000004	138.49120725	-34.83782960869565	138.564503
OTR Glandore	ddb9448b720350ac3a9a1a8e285f7681a0ae5264	-34.983048778947371	138.52781139999999	-34.969464090909092	138.52091977272727
OTR Glandore	c5f4d4bc7ae3d5646d3224e6cc136d9a1aee83f4	-34.739947912751681	138.67918818791946	-34.740047576470587	138.67910352941178
OTR Glandore	8985b59a223e3ed9f89bd631b1d706898ae6032f	-34.885374266666666	138.60969120000001	-34.885165373333336	138.61427366666666
OTR Glandore	387c0e258d8eb90ca7f86594ca63b162c3d35236	-35.070414859756099	138.52298664024391	-35.070372333333331	138.5230770229885
OTR Glandore	2f84caaccb667eb7cc8d21e29d426f9e6e7826b5	-34.939837513157897	138.5649820131579	-34.939951973333336	138.56480936
OTR Glandore	a199e40ac09579776dc205956b8c0f5af02eaa46	-34.902750587500002	138.56584040000001	-34.902896242424241	138.56598636363637
OTR Glandore	df6a35ee40020fc64f0ce6280e98e25ed348ab44	-35.058767462962962	138.59106796296297	-35.072155222222221	138.59849953333332
OTR Glandore	66dd7589837b9e889f49e17e516b9303d8cd4b20	-35.006523670454548	138.54529915909092		
OTR Glandore	d88b7216d626adc57b9ae1c01abab18478250875	-34.984827149659864	138.5438378367347	-34.980893197916664	138.51656010416667
