Device Id	Polygon Name	Timestamp	Common Evening Lat	Common Evening Long	Date	Time	Day of Week	Time Zone
5f1f9a36313f58a5759884cbe184318697f3b1d0	OTR Glandore	1593495867	-34.9589162532927	138.64091442281148	2020-06-30	15:14:27	Tue	Australia/Adelaide
219ff534bf51a573ad1e673564ee77e686302660	OTR Glandore	1594550081			2020-07-12	20:04:41	Sun	Australia/Adelaide
084444d395c72c111dc81d12dde4662f63db8f12	OTR Glandore	1597916002	-34.962291982593506	138.55092771790592	2020-08-20	19:03:22	Thu	Australia/Adelaide
63ad4c0af3c245305ae17c742b4ed501bb004e86	OTR Glandore	1594194420	-34.94003596890054	138.5490295440035	2020-07-08	17:17:00	Wed	Australia/Adelaide
be0366c02de32acef593c4040965e64b990bcaad	OTR Glandore	1569558829	-35.019423697967056	138.61552712490672	2019-09-27	14:03:49	Fri	Australia/Adelaide
777e2929ac6cac007c38727f1910186097dc2221	OTR Glandore	1594454073	-35.02148327442159	138.5184735204902	2020-07-11	17:24:33	Sat	Australia/Adelaide
d9034ee1f29565fd1483383d058863c70ca0dcb3	OTR Glandore	1591568574	-34.96408257523421	138.60562750928645	2020-06-08	07:52:54	Mon	Australia/Adelaide
6b601dd0084e9bb8d36c688cf3ad1e6ad9136ae8	OTR Glandore	1596869896	-34.96460423856332	138.57710224350862	2020-08-08	16:28:16	Sat	Australia/Adelaide
6820e31ae627c8c32a054c74f14eefcb12c7a300	OTR Glandore	1590884660	-34.93624356019706	138.54917343115963	2020-05-31	09:54:20	Sun	Australia/Adelaide
0714f9b8ca3390439d89d7cb6903e29d5d6ac87e	OTR Glandore	1593915158	-34.90467858713451	138.5186161138987	2020-07-05	11:42:38	Sun	Australia/Adelaide
61c39eeb890a3c692798e088837525037e1a8ca0	OTR Glandore	1597469773	-34.95398791706426	138.59909826766372	2020-08-15	15:06:13	Sat	Australia/Adelaide
159b4e12ebb356ccb0e1b739ef79e0ea0fca37e5	OTR Glandore	1597200942	-35.0815051472639	138.553211021911	2020-08-12	12:25:42	Wed	Australia/Adelaide
5b4f5cbe02f2275f83d0dd07f23b910c9c004f83	OTR Glandore	1595324810	-34.98732354974835	138.5252731454112	2020-07-21	19:16:50	Tue	Australia/Adelaide
b0beeea80da5f458cdc92263aec2b0b55d090c5b	OTR Glandore	1593999816	-34.6092196706079	138.51793815868226	2020-07-06	11:13:36	Mon	Australia/Adelaide
ad83d13321e53208ac3c80288d6cb5d0ad8d66da	OTR Glandore	1592456101	-34.92415402723519	138.63488229899818	2020-06-18	14:25:01	Thu	Australia/Adelaide
1b29b337b0ce9a0d32e25c89bc5a5cd7e9fcc6ec	OTR Glandore	1592980361	-34.97645850978158	138.5319068622391	2020-06-24	16:02:41	Wed	Australia/Adelaide
