Polygon ID	Hashed Device ID	Generator Evening Lat	Generator Evening Long	Generator Daytime Lat	Generator Daytime Long
Drakes Royal Park	52596e630b7f6730e0dfd54cd6c4d43e65b67383	-34.788676318101935	138.49938191564146	-34.788794502747251	138.49939955494506
Drakes Royal Park	5dcbb8343b7dbaafbe7f1b5fa767faa28e85126b	-34.874383937644339	138.51630427713627	-34.923658589285715	138.50076161479592
Drakes Royal Park	331e32b1b7ae68c5265a5a204702e67f743ee941	-34.853112958904106	138.51780726027397	-34.839617580756013	138.52735205498283
Drakes Royal Park	e36f6f68a42714660bf71c3f6a0a9e3e63839699	-34.922171791666663	138.64100475000001	-34.764255416666664	138.64376408333334
Drakes Royal Park	ea569f9c95782b2eef317665ac17e5bbd16e0d11	-34.875519848046309	138.50702732778581	-34.875499625290921	138.50715156477889
Drakes Royal Park	5b9095d7ddbcf8501e0a2bc262ec00a7ef6c6d35	-34.859858154340834	138.51822673954985	-34.859856530769228	138.51826276923077
Drakes Royal Park	dcd38f00616d5193b396e68d0104cb600301e045	-34.880288208333333	138.50558510416667	-34.879939839999999	138.50543623999999
Drakes Royal Park	1f640f37250b8520f431fdf52c523946d33e4f86	-35.132934588235294	138.49655532352941	-35.133050599999997	138.49646843636364
Drakes Royal Park	a28f1f3bcf208d845071b63e0553688ea996b95a	-34.8701498	138.5095388		
Drakes Royal Park	d4294788ce9613529bde64285fd506f609e48fd3	-35.086316140625001	138.52289913541668	-35.086812539325841	138.52210196629213
Drakes Royal Park	b4c9461ef7c230064e194b8b90cdfc91ee76991f	-34.922199931372546	138.59733542156863	-34.870402925764189	138.51586891703056
Drakes Royal Park	185b4f27a497ef285321027bd5bbc30cf3d5592d	-34.875032831914893	138.50605306808509	-34.878633978723407	138.51404828457447
Drakes Royal Park	d624653066f2fc79a16a0443bc7ffbb10ce5fe03				
Drakes Royal Park	799bbd851f3bcc6aedc8e107dfe4e6ec56305781	-35.112098043209876	138.53193975308642	-35.007759216216215	138.57620778378379
Drakes Royal Park	3f51ac83113f85c7d5d8fdddcdb115bea24db616			-34.904228000000003	138.55165650000001
Drakes Royal Park	903b5f2c0201d08149071b64905f4d12217f349e	-34.904946291176472	138.5090520352941	-34.904257514925376	138.5090081716418
Drakes Royal Park	2f055ba54d355ce9dd18c0fe0cad8593726f8675	-34.84553816274309	138.50768843295805	-34.845504036437248	138.50772519230767
Drakes Royal Park	c65dc5893739762099be40bfdb17d0fe2c8e51b8	-34.88648083333333	138.51449815833334	-34.92067620408163	138.58612787755101
Drakes Royal Park	47c14ffda14628533452625d092fe0661e11de41	-35.063435496932513	138.5246394601227	-35.063960472527469	138.52412648351648
Drakes Royal Park	7def76ddfa9f39fe06439bb7c1caca279605ac7d	-34.858359678571425	138.51411753571429	-34.856076458333334	138.51362129166665
Drakes Royal Park	6142edf816d984213182970b42c6b8fe9c36b5a1	-34.769912042253523	138.59998583098593	-34.719030571428569	138.66557397959184
Drakes Royal Park	41e7517430c92991ff88db61f5c07fa268430560	-34.898048899470901	138.48962090476189	-34.91865435087719	138.61629092982457
Drakes Royal Park	2d4728f53fb60511578d2efbef17c8f5b817b763	-34.857796503448277	138.50838332413792	-34.826695999999998	138.5962018203125
Drakes Royal Park	76345cfafddd27efc97981a6ca67bf72694650fa	-34.868209078078081	138.51495796396395	-34.923533386503067	138.6013512208589
Drakes Royal Park	bf86c5b4f9adb00a7f74e062ca669ca68b2ba686	-34.861529025000003	138.5099945	-34.861387333333333	138.51017333333334
Drakes Royal Park	c62b384643ab43bb098ca6d54f5353c82dff69fe	-34.852311142335765	138.48174195985402	-34.85232101869159	138.48192725233645
Drakes Royal Park	31ab03a57bc36427865762601410590689bff522	-34.682576885416665	138.71162141666667	-34.682566396226413	138.71162286792452
Drakes Royal Park	04850e986eebc15a9750ecacd82717fdc5b60bd4	-34.831747428571433	138.4856442857143	-34.920918	138.59634
Drakes Royal Park	18c34b37e8a0d110e7a2ed6f10ed8c9a2933b1ba	-34.931281705882355	138.53899529411765	-34.9237039	138.56662510000001
Drakes Royal Park	1e7c150c5eeea1d256bd5f92b3f5df89716652af	-34.861558071428576	138.51307357142858		
Drakes Royal Park	7ae41c957d0b1234a5e68b8a5a3bee3a85a12d55	-34.867120499999999	138.510075	-34.868831833333331	138.50997166666667
Drakes Royal Park	172b4292de2650d248daa2c6791f68599027de8b	-34.878672144927535	138.50184528985508	-34.842797924242426	138.5435002878788
Drakes Royal Park	1e2d2d769c22a5d7f36fe0c0ca69f845c4aa6b89	-34.860091364341088	138.49583623772611	-34.86011053521127	138.49608929577465
Drakes Royal Park	f62b9b8f4b484e45431a2b228aa74b1027b8076e	-34.960415828571428	138.57352779999999	-34.933119557377047	138.57458893442623
Drakes Royal Park	3dae01924f15c804218ec10c44b5463f5f528fa9	-34.893887106280197	138.52615486956523	-34.894132815789476	138.52611631578947
Drakes Royal Park	542fb7a9d84eced19d3ad22d2d293675809be011			-34.816414199999997	138.4906684
Drakes Royal Park	ca5f8989cead8cb179485243c96ec0ed3654b525	-34.793466500000001	138.49494642434212	-34.793794726708072	138.49354318633542
Drakes Royal Park	47dd8084f3c0c9de73c504e65c173478612ff0b6	-34.413038844236759	137.91851647663552	-34.413091421875002	137.91846497656249
Drakes Royal Park	3cd8ab78b33ca149a7463eca4c4da0f901c5e6fc	-34.883637514778322	138.51961278940885	-34.88370526483051	138.51958202330508
Drakes Royal Park	596e697450e656d074523d3d9c2dff3d78aa5ec5	-34.924415471698111	138.51001213207547	-34.914917454545453	138.49331359090908
Drakes Royal Park	96061d564dcae03d06c62ecf16acb45aa4809446	-34.870918333333329	138.51154666666667	-34.870915249999996	138.51155
Drakes Royal Park	0caad03c7ce1e18899904e5ee3d39270168a2ee9	-34.887619840909089	138.52369268181818	-34.888027989010986	138.52353480219782
Drakes Royal Park	fdc061e8805248f3d11780a9b0efd0fe3e41f0fc	-34.886753236994224	138.51886518208093	-34.875386610169492	138.51144676271187
Drakes Royal Park	c3ec6dcba1b8e562e49df7b6b14f5b241d7e9272				
Drakes Royal Park	dc7e140e115036c685c232b70d09b25234ce0574	-34.854532181818179	138.55403016363636	-34.91214457142857	138.57411414285716
Drakes Royal Park	fccb2a5a08a01e389af48192d7e712ea155b755d	-34.887036666666667	138.55398888888888	-34.887000999999998	138.55399800000001
Drakes Royal Park	f440ab1892ba8d551c60532d7c21c381b8654f65	-34.881105904000002	138.51273089599999	-34.881087538461536	138.51281057692307
Drakes Royal Park	593d495adbe22e34616e219322b6e9e8d15b98b3	-34.862028610389608	138.50136716883117	-34.924370416666669	138.60476292708333
Drakes Royal Park	37bbaeff6df38f4de21e93e5149aad6fe1c34076	-34.850970774253732	138.52176805037314	-34.88037794026549	138.50547023672567
Drakes Royal Park	471badec2a0a624e71245fb9e1055800888fc7c5			-34.859386666666666	138.50955395238094
Drakes Royal Park	853d586d8aab3da54f6017443731c5703a1c7d93	-34.862454817073171	138.50007162195121	-34.862624375000003	138.50015296428572
Drakes Royal Park	6bf03b211060a2f392883822d14de17c59e5569a	-34.882200129032256	138.51187416129034	-34.882429882352938	138.51181338235295
Drakes Royal Park	e641a207c486db34a0ce32a4dcd6bf5335054a2d	-34.815315092592591	138.49210164814815	-34.920144870967739	138.60544512903226
Drakes Royal Park	005542178adb34f51e1ab5de79173482cea772e5	-34.887424634615385	138.50868911538461	-34.88740523655914	138.50863253763441
Drakes Royal Park	8887fe5593baa436f3e1d693670eaa138f33fd35	-34.988020833333337	138.51166861538462	-34.987184578947371	138.51215731578947
Drakes Royal Park	944e6121c40e93f6eaad16a4ec165a401b4fb1d5	-34.860483793603414	138.51549983326225	-34.860724955089822	138.51517048502993
Drakes Royal Park	174e68b89d1be8f29da5ef481ad19605b732d04c	-34.862567024793385	138.52156747933884	-34.862103365079363	138.52070926984126
Drakes Royal Park	08822dbcb37ddc1afd1e55b108d825f38d0fc206				
Drakes Royal Park	cc913aab45560125f23f60c14a5fb7b4b7238283	-34.904524035714289	138.52831041836734	-34.904546306451614	138.52816611290322
Drakes Royal Park	5aa4f8bfe78181c846e29071df8beb1f2e67b542	-34.885151844349679	138.48580063539444	-34.885146761565835	138.48579303202848
Drakes Royal Park	44e7cc9eb26fb4f30b9ea0faec9d1de240c9d5f5	-34.904277435779818	138.50433492201836	-34.904017248780491	138.50397283414634
Drakes Royal Park	5c92098c883629d024c2681ef2c42409e33a5b94	-34.884807722891566	138.53967416626506	-34.884892403389827	138.53990216271185
Drakes Royal Park	56bc47dd73edb78065f50e5292295538cbcf864f	-34.855607893700785	138.51952179133858	-34.855633415865384	138.51954266586537
Drakes Royal Park	5b5b7268d499dc64ea9b70ce99d44f70a5b9ac7c	-34.895787847972976	138.68856568918918	-34.895791594059403	138.68856456930692
Drakes Royal Park	cbeb7742b898c3b873eb090d3194dddba0ebc63d	-34.883330210526317	138.51428024999998	-34.883313595092027	138.51421831288343
Drakes Royal Park	fb881b4cb795f3746399226c4347bf0dd8b9180b	-34.859235959537571	138.50864289884393	-34.859223328358212	138.50864417910446
Drakes Royal Park	0dae5910ffcf96c15ed91cd9119472471d2d9a52	-34.873409099051635	138.51134215700739	-34.873432561844865	138.51132493291405
Drakes Royal Park	21228a09c2e2459bed833fe13e9a07dbc816afb7	-34.857891798623065	138.52239193975905	-34.85807938993711	138.52217237106919
Drakes Royal Park	96994f6deb1fd768267883d1192525443bdc2769	-34.838061233502536	138.48852851269035	-34.896143955223877	138.51017402487562
Drakes Royal Park	7e47f1c4894b59209089ea7eccc3e4f2a5dd920e	-34.859270730769232	138.51042007692308	-34.859101250000002	138.51129158333333
Drakes Royal Park	e459d20e9eacc7d85b68f50d9b6b9dfbb93afdc7	-34.916720707865167	138.54414053932584	-34.915080060606059	138.50297545454546
Drakes Royal Park	fa7c52e8e9f8680d700acae49f59005515289b06	-34.879926775510199	138.5086192755102	-34.879957601851849	138.50851773148148
Drakes Royal Park	ff00844566c561cdf6681cda54a0737021a2e51f	-34.885704733128833	138.50806963394683	-34.886167853658534	138.50815440514904
Drakes Royal Park	c92d3ab8f00d19478339441e38a360283c5d0bdf	-34.853500650000001	138.5153015125	-34.922083964285711	138.59760721428572
Drakes Royal Park	70e8e38214540322ca2a4342a65dbeb6f29ced60	-34.678962882352941	138.65561888235294	-34.878362755555557	138.51583717037036
Drakes Royal Park	f19323c9e2e301d64b5c7dd23de299746f371e07	-34.927862795527155	138.5037147252396	-35.021158426282049	138.56913823397437
Drakes Royal Park	2c509cf76cceaf59c3a20a2e7a23290ab4e93a23	-34.886184939024389	138.52047421951218	-34.885950282608697	138.52082506521739
Drakes Royal Park	fc16cf88782eede7c30d61cad07145b7133306df	-34.879314925531915	138.51442786170213	-34.878683648148147	138.51425824074073
Drakes Royal Park	aa7df3877837c97303c29901a57d99f1ea9764bf	-34.889567060150377	138.50396752255639	-34.889542045454547	138.50408993636364
Drakes Royal Park	227f8cefaf775fb8a07ebc17742bb7a878b8755e	-34.858664105769229	138.65145836538463	-34.929611618644067	138.5983437118644
Drakes Royal Park	0ee655d60d006690d780763d5edd4f32e6b5af4e	-34.895162807086614	138.49653663779529	-34.89502220833333	138.49676881249999
Drakes Royal Park	76a8432070bb86e0f70cfad28181d2764c7b9c2d	-34.885253851562503	138.51704008593751	-34.570219036363639	138.74685674545455
Drakes Royal Park	d4ae9cd6d3cb4495a3d0296df35f22b3c9838901	-34.851097775	138.70074975	-34.851222880000002	138.70076384000001
Drakes Royal Park	ba4f65345975a4b853435a19a19d1154af1a0299	-34.860281449541283	138.4964416238532	-34.878674852941174	138.49105772549021
Drakes Royal Park	c3c092d8dad8224217e9464add2b55d14b6919d6				
Drakes Royal Park	cd1f073b13a5034627b5b9bc277ba08c50334648	-34.836726133333336	138.49515023809525	-34.83673050746269	138.49513353731342
Drakes Royal Park	49e06155082f3322e2cb72c46c4f9900e8ff5caf	-34.865467886597941	138.52204892783504	-34.865883117647058	138.5220276764706
Drakes Royal Park	6f4114d9baf21d2dd7213752d46428d2a0fca9d2	-34.892286939759039	138.51889731325301	-34.880213355555554	138.50057993333334
Drakes Royal Park	478d24f91e07a1df352ff3671bc4d4a79a8092ea	-34.909781423404254	138.52161840851065	-34.92116499145299	138.59602343589745
Drakes Royal Park	0ceb86602cf6c04d66e5005f66e85577f89bdd9e	-34.91381241111111	138.51252070000001	-34.876687054545457	138.50778869090908
Drakes Royal Park	8130a3dab0d05c97f3dea8e25affce51b7e4a707	-34.849967115384615	138.49003240384616	-34.850157014705886	138.49070513235293
Drakes Royal Park	0d426088483f5463fdc9d296e8c5e4f0eddecec9	-34.900258446428573	138.51751942857143	-34.900189137254905	138.51756129411766
Drakes Royal Park	e56818374a6570bf3847d924a1c22cd54f0edbe4	-34.770376268292679	138.49133016463415	-35.066752261538461	138.6112524923077
Drakes Royal Park	ca6b91b5bdb215930d0c20b4effcc62e21a8524c	-34.876378793197276	138.51164572789116	-34.876596169620257	138.51166179746835
Drakes Royal Park	05f7a34ee018850bc26e1dcefc06e1169b3c9030	-34.875865159533078	138.50928109727627	-34.911517168478262	138.51417622282608
Drakes Royal Park	3b68d660af59e3498b2e1d34faf02b846c4b0e8e	-34.849966871093748	138.52613962304687	-34.850071292000003	138.52594477599999
Drakes Royal Park	79cc14818f6428707461018fab1096dfa5116843	-34.870859656488548	138.52450737913486	-34.870786975903613	138.52468166265061
