Polygon Id	Hashed Ubermedia Id	Common Evening Lat	Common Evening Long	Common Evening Country	Common Evening Census	Common Evening Micro	Common Evening Municipality	Common Evening Admin	Common Evening Province	Common Evening Postal1	Common Evening Postal2	Common Evening Custom1	Common Evening Custom2	Common Evening Distance	Common Daytime Lat	Common Daytime Long	Common Daytime Country	Common Daytime Census	Common Daytime Micro	Common Daytime Municipality	Common Daytime Admin	Common Daytime Province	Common Daytime Postal1	Common Daytime Postal2	Common Daytime Custom1	Common Daytime Custom2	Common Daytime Distance
156 Port Road Albertson SA	6a5f1f42a389e8c53120e4ebf961051b7083da48	-34.966330922854695	138.5152165451411	AUS	40301105718		Holdfast Bay C	Glenelg (SA)	South Australia		5045			5.803590779750162	-34.9045219228547	138.54874188219787	AUS	40401109114		Charles Sturt C	Flinders Park	South Australia		5025			2.526419811689018
156 Port Road Albertson SA	9f1c6d5110d1f0e1fcc969ced9b05c65909e6e66	-34.90382521179506	138.53119656547435	AUS	40401109119		Charles Sturt C	Flinders Park	South Australia		5023			1.7949932597615528	-34.903824211795055	138.53120456547464	AUS	40401109119		Charles Sturt C	Flinders Park	South Australia		5023			1.7951935200647051
156 Port Road Albertson SA	c9b2c89b46170d7c9b6462a70f1fcee60293f08b	-34.965388052826476	138.56165812833902	AUS	40302105805		Marion C	Edwardstown	South Australia		5038			6.3599130236109165	-34.965380052826475	138.56165612834135	AUS	40302105805		Marion C	Edwardstown	South Australia		5038			6.359364942307307
156 Port Road Albertson SA	1aabf509df4b50b5e1d1405ea4cae0bcacb32ea4	-34.830374278422596	138.64990589509196	AUS	40204104010		Salisbury C	Ingle Farm	South Australia		5098			8.551140862456808	-34.80633127842259	138.61373788957826	AUS	40204117102		Salisbury C	Mawson Lakes - Globe Derby Park	South Australia		5095			7.761967157730985
156 Port Road Albertson SA	9c64de095e43f3d2fc10cbc6198799a2f7e3d798	-34.8916561984378	138.52328954919355	AUS	40401109126		Charles Sturt C	Flinders Park	South Australia		5023			0.854038352504453	-34.8697441984378	138.49096855304566	AUS	40401109608		Charles Sturt C	West Lakes	South Australia		5021			1.5404472346856974
156 Port Road Albertson SA	e480d0d2eb1a0dedd48e1ac25f8151b6367bcf12	-34.92585746995847	138.51160353967526	AUS	40403110503		West Torrens C	Fulham	South Australia		5024			3.004445027143806	-34.92583846995847	138.51159653975643	AUS	40403110503		West Torrens C	Fulham	South Australia		5024			3.0031439456112796
156 Port Road Albertson SA	c160d1da29577ba6fa2789472d810ec20e55303e	-34.87946812907513	138.50360048606154	AUS	40401109406		Charles Sturt C	Royal Park - Hendon - Albert Park	South Australia		5014			0.5859207108442185	-34.94631212907513	138.62630807834682	AUS	40103101220		Burnside C	Glenside - Beaumont	South Australia		5063			7.786327409710252
156 Port Road Albertson SA	4238890c26fd822853b8cf2556ac44fc70fb3724	-35.15346618001703	138.51312887529238	AUS	40304107914		Onkaparinga C	Hackham West - Huntfield Heights	South Australia		5163			18.74682175725089	-35.153464180017025	138.513120875295	AUS	40304107914		Onkaparinga C	Hackham West - Huntfield Heights	South Australia		5163			18.74668361204945
156 Port Road Albertson SA	791f5ebacce7e88d3097497a372a40e0b6a56e46	-34.887677901277705	138.59288809806836	AUS	40106102101		Prospect C	Prospect	South Australia		5082			4.53218394695184	-34.890823901277706	138.59388309600448	AUS	40106102128		Prospect C	Prospect	South Australia		5082			4.610652542959342
156 Port Road Albertson SA	108009cb2a440ecd7d20de8940470ebdd57b8a99	-34.8726389391015	138.48470510331018	AUS	40401109622		Charles Sturt C	West Lakes	South Australia		5020			1.757009575179233	-34.8726329391015	138.48469310333098	AUS	40401109622		Charles Sturt C	West Lakes	South Australia		5020			1.757798009492616
156 Port Road Albertson SA	e3f68c760520db464a3fc3cf8c5d1ce563676f40	-34.87245234946793	138.50011106331345	AUS	40401109629		Charles Sturt C	West Lakes	South Australia		5021			1.0173819513609261	-34.87241234946792	138.5001180632127	AUS	40401109629		Charles Sturt C	West Lakes	South Australia		5021			1.0189726940534496
156 Port Road Albertson SA	15880f06c3714ad9bbfe7a09114acd2010686db7	-34.813317004339	138.4911522898816	AUS	40402110010		Port Adelaide Enfield C	North Haven	South Australia		5016			4.9436122698141185	-34.813302004339	138.49114328995725	AUS	40402110010		Port Adelaide Enfield C	North Haven	South Australia		5016			4.944745593117696
