Polygon ID	Device ID	Resident	Worker	CEL Lat	CEL Lng	CEL Country	CEL State	CEL Zip	CEL Census Block ID	CEL Metro	CDL Lat	CDL Lng	CDL Country	CDL State	CDL Zip	CDL Census Block ID	CDL Metro	Commute Distance
User Drawn Polygon	c69596d9eafa2cf903725c0fa5f3c53504caf7ac	true	unknown	-34.87729164582372	138.52863685726084	AUS	South Australia	5011	40401109008	Charles Sturt C								
User Drawn Polygon	c306e181230de3a1f22fbc163513c2fb9f739a72	false	true	-34.85907901737429	138.5224906757156	AUS	South Australia	5013	40402110126	Port Adelaide Enfield C	-34.877396017374295	138.5290786954708	AUS	South Australia	5011	40401109008	Charles Sturt C	1.321014857161556
User Drawn Polygon	c469a22eedc0a5a9bc73e1c6b028f669489444ab	false	true	-34.84714871535333	138.5225102423666	AUS	South Australia	5013	40402110110	Port Adelaide Enfield C	-34.877068715353325	138.52920629084662	AUS	South Australia	5011	40401109008	Charles Sturt C	2.1041932638019634
User Drawn Polygon	658d0e757b10a0956e24ceacc06ea09c7ed68175	true	true	-34.87718217982961	138.5290441813734	AUS	South Australia	5011	40401109008	Charles Sturt C	-34.87718317982961	138.52904718137341	AUS	South Australia	5011	40401109008	Charles Sturt C	1.8375480219492738E-4
User Drawn Polygon	4837427234a87c24f8b0cbb9a1229a94cc855334	false	true	-34.74057195788982	138.67402687609447	AUS	South Australia	5112	40202103006	Playford C	-34.87713595788982	138.52882062379774	AUS	South Australia	5011	40401109008	Charles Sturt C	12.539543351492485
User Drawn Polygon	f5ab4f443b7319079308eae2b31d8a09e05922d2	true	unknown	-34.87773600217162	138.52950763704413	AUS	South Australia	5011	40401109008	Charles Sturt C								
User Drawn Polygon	81ccaf9e59c372800c69171e957eadb3095e74f8	false	true	-34.866922513870165	138.48546184782052	AUS	South Australia	5020	40401109619	Charles Sturt C	-34.87715051387016	138.5290898677073	AUS	South Australia	5011	40401109008	Charles Sturt C	2.5749787725750553
User Drawn Polygon	59370aea337045879d0b9f1394da6a3e48440787	true	unknown	-34.87731137686903	138.5290923280793	AUS	South Australia	5011	40401109008	Charles Sturt C								
User Drawn Polygon	b6de7a6fd1398e14fc9c4dbaeac3c2d144a1f39f	false	true	-34.88650468372659	138.56191811071815	AUS	South Australia	5008	40401109334	Charles Sturt C	-34.87703968372659	138.52932806487246	AUS	South Australia	5011	40401109008	Charles Sturt C	1.9617326752099924
User Drawn Polygon	1e2a872ade9fac15f2e2bfa4721e57ecde433017	unknown	true								-34.87743272165424	138.52925384325476	AUS	South Australia	5011	40401109008	Charles Sturt C	
User Drawn Polygon	a2467372cb6a591947b12c4a73b3c926d52f5580	true	unknown	-34.877548853429154	138.52870843461903	AUS	South Australia	5011	40401109008	Charles Sturt C								
User Drawn Polygon	97c62e51507c1804ab1aeafc6ed8d6dcd1f2d3e6	false	true	-34.80056021254811	138.50167959146248	AUS	South Australia	5017	40402110017	Port Adelaide Enfield C	-34.87710421254811	138.52884245153925	AUS	South Australia	5011	40401109008	Charles Sturt C	5.514610727813552
User Drawn Polygon	0deea664a2f3cf3e0b98cbce2617e7f519190a27	false	true	-34.88673020737278	138.52543936703822	AUS	South Australia	5011	40401109019	Charles Sturt C	-34.87695020737278	138.52890437568092	AUS	South Australia	5011	40401109008	Charles Sturt C	0.7044826503499004
User Drawn Polygon	3514175b1db8e52ab143780705cc50e2eea933b5	false	true	-34.80206928536888	138.60913495429935	AUS	South Australia	5095	40204117125	Salisbury C	-34.877390285368875	138.52910223713118	AUS	South Australia	5011	40401109008	Charles Sturt C	6.912937688606629
User Drawn Polygon	c7ea3da74877ec38ae5286266dacafd011e6878a	unknown	true								-34.8772540356393	138.52896196665614	AUS	South Australia	5011	40401109008	Charles Sturt C	
User Drawn Polygon	29d3cb63c1f15f1763a22df099c80ab76e736ac0	false	true	-34.87788266514545	138.5381954883934	AUS	South Australia	5011	40401109712	Charles Sturt C	-34.877461665145454	138.52883948895942	AUS	South Australia	5011	40401109008	Charles Sturt C	0.5317128199403038
User Drawn Polygon	dbaa68543497ee6f8ea449e1945f7aba53a430b6	true	false	-34.87745585788802	138.52878100782462	AUS	South Australia	5011	40401109008	Charles Sturt C	-34.86219485788803	138.63093504716701	AUS	South Australia	5085	40203103758	Port Adelaide Enfield C	5.892699755849942
User Drawn Polygon	c68f08d57dbe80514a47a53edf89f2c8f212db9b	false	true	-34.61799042847812	138.90082356202967	AUS	South Australia	5351	40501111208	Barossa DC	-34.877012428478125	138.5292939363456	AUS	South Australia	5011	40401109008	Charles Sturt C	27.69291934637526
User Drawn Polygon	33a6e503204ff2ca4139252c431dbc46f9e05024	true	false	-34.87742612951747	138.5290099801532	AUS	South Australia	5011	40401109008	Charles Sturt C	-34.87775312951747	138.52340598008948	AUS	South Australia	5014	40401109412	Charles Sturt C	0.3188078402658771
